taxonid_iucn,code,habitat,suitability,season,majorimportance
78531041,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
78532178,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
78532178,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
78532178,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
182709,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Resident,Yes
196087,11.1,"Marine Deep Benthic - Continental Slope/Bathyl Zone (200-4,000m)",,,
196087,11.1.2,Soft Substrate,Suitable,,
196087,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,,
196087,9.6,Marine Neritic - Subtidal Muddy,Suitable,,
50148695,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,Resident,Yes
50148695,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,Resident,Yes
50148695,9.9,Marine Neritic - Seagrass (Submerged),Suitable,Resident,Yes
68446564,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
44697976,1.4,Forest - Temperate,Suitable,Resident,Yes
16138,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Breeding Season,Yes
172480,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
173215,1.4,Forest - Temperate,Suitable,,
128724324,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
133692,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,,
133692,9.8,Marine Neritic - Coral Reef,,,
133692,9.8.2,Back Slope,Suitable,,
133692,9.8.3,Foreslope (Outer Reef Slope),Suitable,,
133692,9.8.4,Lagoon,Suitable,,
134718,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
134327,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
134327,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,
134392,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
134415,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
134415,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes
16212,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
22704493,1.4,Forest - Temperate,Suitable,Resident,Yes
19672946,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,
19672946,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
19672946,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
19672953,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
44501,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
44501,5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Suitable,,
44499,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
44493,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
44493,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,No
44494,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
44494,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Marginal,Resident,
44500,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
110211686,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
149163622,5.15,"Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats",Suitable,Resident,Yes
149163622,5.17,"Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools",Suitable,Resident,Yes
149163622,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
149163622,5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Suitable,Resident,Yes
149163622,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
149163622,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
16240,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
68450071,4.4,Grassland - Temperate,Suitable,Resident,Yes
68450364,4.4,Grassland - Temperate,Suitable,Resident,Yes
68450372,4.4,Grassland - Temperate,Suitable,Resident,Yes
61660121,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
19673071,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
19673071,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,Yes
172883,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
172935,1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes
172935,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,Yes
22720818,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,No
22720818,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
22720818,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
22720818,2.1,Savanna - Dry,Suitable,Resident,No
22720818,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,Resident,No
91311649,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
91311649,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
91311783,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
91311783,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes
91311819,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
91311819,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
16264,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
16264,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
91315551,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
91315551,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
91315629,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
91315629,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
91315715,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
91315727,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
91315727,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
91315727,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
91315829,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
91315829,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
91315953,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",Marginal,,
91315953,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
91315953,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,
198801,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
61522,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,
61721,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
61721,1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes
61721,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
104306073,12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,Resident,Yes
104306073,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,Resident,Yes
104306073,9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes
104306073,9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes
104306073,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes
104306073,9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes
161465,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,Resident,Yes
161465,12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,Resident,Yes
161465,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,Resident,Yes
161465,9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes
161465,9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes
161465,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes
104208524,12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,Resident,Yes
104208524,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,Resident,Yes
104208524,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,Resident,Yes
104208524,9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes
104208524,9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes
104208524,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes
104208524,9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes
161547,12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,Resident,Yes
161547,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,Resident,Yes
161547,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,Resident,Yes
161547,9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes
161547,9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes
161547,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes
161547,9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes
196207,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
16426,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
22678497,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
22679440,14.1,Artificial/Terrestrial - Arable Land,Suitable,Resident,No
22679440,14.2,Artificial/Terrestrial - Pastureland,Suitable,Resident,No
22679440,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,No
22679440,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No
22679440,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No
22679440,2.1,Savanna - Dry,Suitable,Resident,No
22679440,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,No
22679440,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,No
14216608,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
14216608,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,Yes
14216608,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Marginal,,
133683,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,,
133683,9.8,Marine Neritic - Coral Reef,,,
133683,9.8.1,Outer Reef Channel,Suitable,,
133683,9.8.2,Back Slope,Suitable,,
133683,9.8.3,Foreslope (Outer Reef Slope),Suitable,,
133683,9.8.4,Lagoon,Suitable,,
133683,9.8.5,Inter-Reef Soft Substrate,Unknown,,
133683,9.8.6,Inter-Reef Rubble Substrate,Unknown,,
16470,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
16470,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
16470,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
61259,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,
149171119,1.4,Forest - Temperate,Suitable,Resident,Yes
149171119,3.4,Shrubland - Temperate,Suitable,Resident,Yes
58054,14.1,Artificial/Terrestrial - Arable Land,Suitable,Resident,
58054,14.2,Artificial/Terrestrial - Pastureland,Suitable,Resident,
58054,14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,
58054,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
58054,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes
58054,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Breeding Season,
58054,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Breeding Season,
58054,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Breeding Season,
58054,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Breeding Season,Yes
58735,4.4,Grassland - Temperate,Suitable,Resident,
58735,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,
58735,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,
58735,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,
58735,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,
54604,14.1,Artificial/Terrestrial - Arable Land,Suitable,,
54604,15.8,Artificial/Aquatic - Seasonally Flooded Agricultural Land,Suitable,,
54604,2.1,Savanna - Dry,Suitable,,
54604,4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Suitable,,
54604,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
54604,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,
54641,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,,
54641,1.5,Forest - Subtropical/Tropical Dry,Unknown,,
54641,1.6,Forest - Subtropical/Tropical Moist Lowland,Unknown,,
54641,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,
54345,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
54345,15.2,Artificial/Aquatic - Ponds (below 8ha),Suitable,Resident,Yes
54345,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
54345,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,Resident,Yes
54345,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
54345,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes
54693,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
54693,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
54693,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,
54693,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
22678382,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
22678360,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22682491,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22682491,4.5,Grassland - Subtropical/Tropical Dry,Marginal,Resident,
22682494,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22682494,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No
22682494,4.5,Grassland - Subtropical/Tropical Dry,Marginal,Resident,
16559,12.1,Marine Intertidal - Rocky Shoreline,Marginal,,
16559,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
16559,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
16559,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,,
16585,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
184102,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
202571,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
202581,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
16593,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes
22679012,3.4,Shrubland - Temperate,Suitable,Resident,No
22679012,4.4,Grassland - Temperate,Suitable,Resident,Yes
22679012,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,No
22679012,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,No
173697089,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
173697089,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
173697089,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
173697175,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
173697175,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
173697175,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
177894335,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
177894335,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
139346566,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
139346566,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
139346882,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
139346882,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
139346882,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,
177894341,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
177894341,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
139346947,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
139347150,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
163600,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
177894478,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
177894478,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
120046888,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,
20659641,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes
20659641,4.4,Grassland - Temperate,Suitable,Resident,Yes
16084362,4.4,Grassland - Temperate,Suitable,Resident,Yes
16084362,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
91995465,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
91995465,15.4,Artificial/Aquatic - Salt Exploitation Sites,Marginal,Passage,
91995465,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
91995465,1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes
16671,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
16676,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
16679,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
16679,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
16683,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
16683,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
16688,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,
16688,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,
16688,8.2,Desert - Temperate,Suitable,,
16695,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,
16710,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,
16727,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
117513563,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
168450,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes
196103,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
172505,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,Yes
16752,1.5,Forest - Subtropical/Tropical Dry,Marginal,Resident,
16752,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
16761,1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes
16761,2.1,Savanna - Dry,Suitable,Resident,Yes
16761,4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,Yes
16761,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes
16747,1.5,Forest - Subtropical/Tropical Dry,Suitable,,
16747,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,
103734824,14.3,Artificial/Terrestrial - Plantations,Marginal,Resident,
103734824,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
22704831,1.4,Forest - Temperate,Suitable,Resident,Yes
22704831,3.4,Shrubland - Temperate,Suitable,Resident,Yes
176288,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
176288,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
176288,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
176289,15.2,Artificial/Aquatic - Ponds (below 8ha),Suitable,Resident,
176289,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
176289,1.9,Forest - Subtropical/Tropical Moist Montane,Marginal,Resident,
176289,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes
170247,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Resident,Yes
184685,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,
184685,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,
184630,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Marginal,,
184630,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Marginal,,
123423165,18,Unknown,Suitable,,
123423190,18,Unknown,Suitable,,
22685237,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes
22685237,4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,Yes
155483,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,,Yes
155483,5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,No
16799,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes
16799,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes
16801,1.4,Forest - Temperate,Suitable,,
199512,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes
22696806,12.1,Marine Intertidal - Rocky Shoreline,Suitable,Breeding Season,Yes
22696806,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Breeding Season,Yes
22696806,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,Breeding Season,No
22696806,9.1,Marine Neritic - Pelagic,Suitable,Resident,No
22696907,12.1,Marine Intertidal - Rocky Shoreline,Suitable,Breeding Season,Yes
