code,habitat,suitability,season,majorimportance,taxonid_iucn
2.1,Savanna - Dry,Suitable,,,12263
2.2,Savanna - Moist,Suitable,,,12263
2.1,Savanna - Dry,Suitable,,,12264
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,,,12264
2.2,Savanna - Moist,Marginal,,,12271
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,,Yes,12271
14.1,Artificial/Terrestrial - Arable Land,Suitable,Resident,No,22719912
14.4,Artificial/Terrestrial - Rural Gardens,Suitable,Resident,No,22719912
14.5,Artificial/Terrestrial - Urban Areas,Suitable,Resident,No,22719912
2.1,Savanna - Dry,Suitable,Resident,No,22719912
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,No,22719912
4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,No,22719912
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,172494
10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Resident,Yes,12303
12.1,Marine Intertidal - Rocky Shoreline,Suitable,Resident,Yes,12303
12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,Resident,,12303
13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Marginal,Resident,,12303
13.2,Marine Coastal/supratidal - Coastal Caves/Karst,Suitable,Resident,Yes,12303
13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Unknown,Resident,,12303
13.5,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Unknown,Resident,,12303
9.10,Marine Neritic - Estuaries,Unknown,,,12303
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Resident,Yes,12303
12.1,Marine Intertidal - Rocky Shoreline,Suitable,Resident,Yes,12305
12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,,,12305
12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),Unknown,,,12305
13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Resident,Yes,12305
13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Unknown,,,12305
13.5,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Marginal,,,12305
15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Unknown,,,12305
15.2,Artificial/Aquatic - Ponds (below 8ha),Unknown,,,12305
15.3,Artificial/Aquatic - Aquaculture Ponds,Unknown,,,12305
15.6,Artificial/Aquatic - Wastewater Treatment Areas,Unknown,,,12305
15.7,Artificial/Aquatic - Irrigated Land (includes irrigation channels),Unknown,,,12305
15.8,Artificial/Aquatic - Seasonally Flooded Agricultural Land,Marginal,,,12305
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,12305
5.13,Wetlands (inland) - Permanent Inland Deltas,Unknown,,,12305
5.14,"Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes",Unknown,,,12305
5.15,"Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats",Unknown,,,12305
5.16,"Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools",Unknown,,,12305
5.17,"Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools",Unknown,,,12305
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Marginal,,,12305
5.3,Wetlands (inland) - Shrub Dominated Wetlands,Unknown,,,12305
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes,12305
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,12305
5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Unknown,,,12305
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Marginal,,,12305
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Unknown,,,12305
9.10,Marine Neritic - Estuaries,Marginal,Resident,,12305
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,,16545046
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,47992974
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,45056
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,47992992
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,12375
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes,12375
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes,12375
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No,22684586
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22684586
18,Unknown,Suitable,,,134759
18,Unknown,Suitable,,,12383
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22720651
1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes,181008073
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,No,181008073
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,,No,181008073
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,No,181008073
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,No,181008073
2.1,Savanna - Dry,Suitable,,Yes,181008073
2.2,Savanna - Moist,Suitable,,Yes,181008073
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,Yes,181008073
3.6,Shrubland - Subtropical/Tropical Moist,Suitable,,Yes,181008073
4.5,Grassland - Subtropical/Tropical Dry,Suitable,,Yes,181008073
4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Suitable,,Yes,181008073
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,181008073
5.13,Wetlands (inland) - Permanent Inland Deltas,Suitable,,No,181008073
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,Yes,181008073
5.3,Wetlands (inland) - Shrub Dominated Wetlands,Marginal,,,181008073
8.1,Desert - Hot,Suitable,,Yes,181008073
8.3,Desert - Cold,Suitable,,Yes,181008073
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,103823991
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,12395
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Resident,Yes,12395
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,12395
5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,12395
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,12395
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes,12395
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,102675478
5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,,,178290336
5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,Resident,Yes,178290603
13.2,Marine Coastal/supratidal - Coastal Caves/Karst,Suitable,Resident,Yes,16467724
5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,Resident,Yes,16467724
5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,Resident,Yes,12400
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,60805
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,60805
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Breeding Season,Yes,60405
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Non-Breeding Season,Yes,60405
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,91311316
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,,91311316
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,181350
12.7,Marine Intertidal - Mangrove Submerged Roots,,,,185152
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,,185152
12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),Unknown,,,12421
13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Unknown,,,12421
13.5,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,Resident,Yes,12421
15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Unknown,,,12421
15.2,Artificial/Aquatic - Ponds (below 8ha),Unknown,,,12421
15.3,Artificial/Aquatic - Aquaculture Ponds,Unknown,,,12421
15.6,Artificial/Aquatic - Wastewater Treatment Areas,Unknown,,,12421
15.7,Artificial/Aquatic - Irrigated Land (includes irrigation channels),Unknown,,,12421
15.8,Artificial/Aquatic - Seasonally Flooded Agricultural Land,Unknown,,,12421
15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",Suitable,Resident,No,12421
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,12421
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Unknown,,,12421
1.8,Forest - Subtropical/Tropical Swamp,Suitable,Resident,Yes,12421
3.6,Shrubland - Subtropical/Tropical Moist,Unknown,,,12421
4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Unknown,,,12421
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,12421
5.13,Wetlands (inland) - Permanent Inland Deltas,Unknown,,,12421
5.14,"Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes",Unknown,,,12421
5.15,"Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats",Unknown,,,12421
5.16,"Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools",Unknown,,,12421
5.17,"Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools",Unknown,,,12421
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Resident,Yes,12421
5.3,Wetlands (inland) - Shrub Dominated Wetlands,Suitable,Resident,Yes,12421
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes,12421
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Unknown,,,12421
5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Unknown,,,12421
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,12421
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,12421
5.9,Wetlands (inland) - Freshwater Springs and Oases,Unknown,,,12421
9.10,Marine Neritic - Estuaries,Unknown,,,12421
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,139440501
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,139440501
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22726086
1.4,Forest - Temperate,Suitable,,Yes,41586
14.2,Artificial/Terrestrial - Pastureland,Suitable,,No,41586
14.3,Artificial/Terrestrial - Plantations,Suitable,,No,41586
3.4,Shrubland - Temperate,Suitable,,Yes,41586
1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes,12436
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,,,12436
1.9,Forest - Subtropical/Tropical Moist Montane,Marginal,,,12436
2.1,Savanna - Dry,Suitable,,Yes,12436
2.2,Savanna - Moist,Suitable,,Yes,12436
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,Yes,12436
4.5,Grassland - Subtropical/Tropical Dry,Suitable,,Yes,12436
8.1,Desert - Hot,Marginal,,,12436
1.4,Forest - Temperate,Suitable,,,61913
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,,,61913
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,,61913
1.4,Forest - Temperate,Suitable,,,61914
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,,61914
1.4,Forest - Temperate,Suitable,,,61916
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,,,61916
1.4,Forest - Temperate,Suitable,,,61917
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,,,61917
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,,48891023
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,172791
1.5,Forest - Subtropical/Tropical Dry,Suitable,,,177502
1.5,Forest - Subtropical/Tropical Dry,Suitable,,,61427
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,61427
15.7,Artificial/Aquatic - Irrigated Land (includes irrigation channels),Suitable,Resident,Yes,66182359
16,Introduced vegetation,Suitable,Resident,No,66182359
8.2,Desert - Temperate,Suitable,Resident,Yes,66182359
4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,,Yes,172810
3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,,Yes,172959
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,Yes,172959
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,193262
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes,155827
15.2,Artificial/Aquatic - Ponds (below 8ha),Suitable,,,184619
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,184619
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,57220
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,57221
3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes,57221
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Unknown,Resident,,12520
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,197101
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,,197101
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,197101
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,,197101
1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes,12553
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,12553
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes,12553
4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Marginal,,,12553
1.4,Forest - Temperate,Suitable,,,136569
14.3,Artificial/Terrestrial - Plantations,Suitable,,,136569
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Marginal,,,136569
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,136569
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,136569
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,39795
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Unknown,,,39795
1.8,Forest - Subtropical/Tropical Swamp,Suitable,,Yes,39795
14.3,Artificial/Terrestrial - Plantations,Marginal,,,12559
14.4,Artificial/Terrestrial - Rural Gardens,Marginal,,,12559
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,12559
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes,12559
14.4,Artificial/Terrestrial - Rural Gardens,Marginal,Resident,,12560
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,12560
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,12560
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,12560
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,39799
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,39798
1.4,Forest - Temperate,Suitable,Resident,Yes,12561
3.4,Shrubland - Temperate,Suitable,Resident,Yes,12561
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes,12561
4.4,Grassland - Temperate,Marginal,Resident,,12561
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Marginal,Resident,,12561
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Marginal,Resident,,12561
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,12573
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,122906177
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,169527133
15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Suitable,Resident,Yes,12581
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,12581
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Non-Breeding Season,Yes,12581
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,202154
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22724290
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,197879
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,198360
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,197887
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,Yes,197777
5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,,Yes,198163
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,Resident,Yes,89298432
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,139549193
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,139549193
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,139549193
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,139570899
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,139570899
4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes,22718436
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,195548
1.9,Forest - Subtropical/Tropical Moist Montane,Marginal,,,195548
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,,178645
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,178645
1.4,Forest - Temperate,Suitable,Resident,Yes,67599559
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,No,67599559
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,22715162
1.5,Forest - Subtropical/Tropical Dry,Suitable,,,12646
14.1,Artificial/Terrestrial - Arable Land,Marginal,,,12654
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,,,12654
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,,,12654
12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,Resident,Yes,161566
12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,Resident,Yes,161566
13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,Resident,Yes,161566
9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes,161566
9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes,161566
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes,161566
9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes,161566
12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,Resident,Yes,104188627
12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,Resident,Yes,104188627
9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes,104188627
9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes,104188627
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes,104188627
9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes,104188627
12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,Resident,Yes,161540
12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,Resident,Yes,161540
13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,Resident,Yes,161540
9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes,161540
9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes,161540
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes,161540
9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes,161540
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,80343859
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,80343914
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,80272413
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,80272413
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,80343965
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,190103928
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,,190103928
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,80349352
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,,190103980
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,,190103980
15.2,Artificial/Aquatic - Ponds (below 8ha),Suitable,,,91353263
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,91353263
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,13022
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,91353281
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,91353325
1.6,Forest - Subtropical/Tropical Moist Lowland,Unknown,Resident,,184535197
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22714290
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes,172732
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,57867
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,57867
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,,57867
14.2,Artificial/Terrestrial - Pastureland,Suitable,,,12700
14.4,Artificial/Terrestrial - Rural Gardens,Suitable,,,12700
14.5,Artificial/Terrestrial - Urban Areas,Suitable,,,12700
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,,12700
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22707747
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,No,45359050
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,45359050
1.9,Forest - Subtropical/Tropical Moist Montane,Unknown,Resident,,45359050
