code,habitat,suitability,season,majorimportance,taxonid_iucn
14.1,Artificial/Terrestrial - Arable Land,Marginal,,,18267
1.5,Forest - Subtropical/Tropical Dry,Suitable,,,18267
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,,Yes,18267
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,199542
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,103899231
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,196234
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,Yes,9674
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,9674
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,9674
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,18360
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,18360
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,18355
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,Resident,,18355
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,18356
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Marginal,Resident,,18356
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,18357
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,18358
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,18358
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,18361
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,18361
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,No,18352
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,18352
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,18352
2.1,Savanna - Dry,Marginal,Passage,,18352
3.5,Shrubland - Subtropical/Tropical Dry,Marginal,Passage,,18352
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,18354
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,18354
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes,18354
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,60002
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,60002
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,,60002
1.4,Forest - Temperate,Suitable,,,157773
14.5,Artificial/Terrestrial - Urban Areas,Suitable,,,157773
17,Other,Suitable,,Yes,157773
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,,Yes,157773
12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Marginal,Resident,,15968
12.7,Marine Intertidal - Mangrove Submerged Roots,Marginal,Resident,,15968
13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Resident,,15968
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,,55072
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,,55072
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Resident,,55072
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,177448
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,135488
1.4,Forest - Temperate,Unknown,,,163937
1.5,Forest - Subtropical/Tropical Dry,Unknown,,,163937
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,163937
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,169304
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,169304
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,163892
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,163892
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,173721301
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,173721301
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,173721301
11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes,157781173
11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes,157783266
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes,18398
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,18428
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,No,18428
9.10,Marine Neritic - Estuaries,Suitable,,,18428
18,Unknown,Suitable,,,169211
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,,,83129633
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,,184538
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,,184498
1.4,Forest - Temperate,Suitable,Resident,Yes,97117836
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,169980360
14.1,Artificial/Terrestrial - Arable Land,Suitable,Non-Breeding Season,No,22697531
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,22697531
4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Suitable,Resident,Yes,22697531
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,22697531
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,22697531
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,22697531
1.5,Forest - Subtropical/Tropical Dry,Suitable,,Yes,172834
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,107649398
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,2564
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,107662143
9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes,41064
9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes,41064
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes,41064
9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes,41064
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes,195005
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,171962
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,164823
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,164885
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,Resident,Yes,119450611
10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Breeding Season,Yes,22697896
10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Non-Breeding Season,Yes,22697896
10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Breeding Season,Yes,22697896
10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Non-Breeding Season,Yes,22697896
3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,Breeding Season,Yes,22697896
9.1,Marine Neritic - Pelagic,Suitable,Breeding Season,Yes,22697896
9.1,Marine Neritic - Pelagic,Suitable,Non-Breeding Season,Yes,22697896
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Breeding Season,No,22697896
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Non-Breeding Season,No,22697896
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,Breeding Season,No,22697896
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,Non-Breeding Season,No,22697896
9.4,Marine Neritic - Subtidal Sandy,Suitable,Breeding Season,No,22697896
9.4,Marine Neritic - Subtidal Sandy,Suitable,Non-Breeding Season,No,22697896
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Breeding Season,No,22697896
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Non-Breeding Season,No,22697896
9.7,Marine Neritic - Macroalgal/Kelp,Suitable,Breeding Season,No,22697896
9.7,Marine Neritic - Macroalgal/Kelp,Suitable,Non-Breeding Season,No,22697896
9.9,Marine Neritic - Seagrass (Submerged),Suitable,Breeding Season,No,22697896
9.9,Marine Neritic - Seagrass (Submerged),Suitable,Non-Breeding Season,No,22697896
10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Breeding Season,Yes,22697913
10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Non-Breeding Season,Yes,22697913
10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Breeding Season,Yes,22697913
10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Non-Breeding Season,Yes,22697913
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Breeding Season,Yes,22697913
9.1,Marine Neritic - Pelagic,Suitable,Breeding Season,Yes,22697913
9.1,Marine Neritic - Pelagic,Suitable,Non-Breeding Season,Yes,22697913
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Breeding Season,No,22697913
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Non-Breeding Season,No,22697913
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,Breeding Season,No,22697913
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,Non-Breeding Season,No,22697913
9.4,Marine Neritic - Subtidal Sandy,Suitable,Breeding Season,No,22697913
9.4,Marine Neritic - Subtidal Sandy,Suitable,Non-Breeding Season,No,22697913
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Breeding Season,No,22697913
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Non-Breeding Season,No,22697913
9.7,Marine Neritic - Macroalgal/Kelp,Suitable,Breeding Season,No,22697913
9.7,Marine Neritic - Macroalgal/Kelp,Suitable,Non-Breeding Season,No,22697913
9.9,Marine Neritic - Seagrass (Submerged),Suitable,Breeding Season,No,22697913
9.9,Marine Neritic - Seagrass (Submerged),Suitable,Non-Breeding Season,No,22697913
10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Breeding Season,Yes,22697935
10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Non-Breeding Season,Yes,22697935
10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Breeding Season,Yes,22697935
10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,Non-Breeding Season,Yes,22697935
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Breeding Season,Yes,22697935
9.1,Marine Neritic - Pelagic,Suitable,Breeding Season,Yes,22697935
9.1,Marine Neritic - Pelagic,Suitable,Non-Breeding Season,Yes,22697935
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Breeding Season,No,22697935
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Non-Breeding Season,No,22697935
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,Breeding Season,No,22697935
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,Non-Breeding Season,No,22697935
9.4,Marine Neritic - Subtidal Sandy,Suitable,Breeding Season,No,22697935
9.4,Marine Neritic - Subtidal Sandy,Suitable,Non-Breeding Season,No,22697935
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Breeding Season,No,22697935
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Non-Breeding Season,No,22697935
9.7,Marine Neritic - Macroalgal/Kelp,Suitable,Breeding Season,No,22697935
9.7,Marine Neritic - Macroalgal/Kelp,Suitable,Non-Breeding Season,No,22697935
9.9,Marine Neritic - Seagrass (Submerged),Suitable,Breeding Season,No,22697935
9.9,Marine Neritic - Seagrass (Submerged),Suitable,Non-Breeding Season,No,22697935
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,99941632
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,99941794
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,,160595
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,18492
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,184587
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,165404
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes,68974289
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,59365
1.4,Forest - Temperate,Suitable,Resident,Yes,59368
