code,habitat,suitability,season,majorimportance,taxonid_iucn
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,182502587
1.4,Forest - Temperate,Suitable,Resident,Yes,78458778
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,78458778
1.4,Forest - Temperate,Suitable,,Yes,87738776
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,87738776
7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,Suitable,Resident,Yes,87738776
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,169391
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,191151
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,191163
15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Suitable,Resident,Yes,191178
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,191178
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,191178
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,169387
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,169387
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,191188
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,191188
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,4696
12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Suitable,Non-Breeding Season,No,22694750
13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Non-Breeding Season,No,22694750
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Breeding Season,Yes,22694750
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Breeding Season,No,22694750
9.10,Marine Neritic - Estuaries,Suitable,Non-Breeding Season,Yes,22694750
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22712873
2.1,Savanna - Dry,Suitable,Resident,No,22712873
3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,No,22712873
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,No,22712873
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,Yes,59850
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,59850
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,139344457
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,139344457
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,4731
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,22707678
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22707678
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,No,22707678
14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,No,103775551
14.4,Artificial/Terrestrial - Rural Gardens,Suitable,Resident,No,103775551
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,103775551
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No,103775551
14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,No,22732267
14.4,Artificial/Terrestrial - Rural Gardens,Suitable,Resident,No,22732267
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No,22732267
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22732267
14.3,Artificial/Terrestrial - Plantations,Marginal,Resident,,22704950
14.4,Artificial/Terrestrial - Rural Gardens,Marginal,Resident,,22704950
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,22704950
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,No,22704950
3.6,Shrubland - Subtropical/Tropical Moist,Marginal,Resident,,22704950
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,57664
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,57664
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,10032
2.1,Savanna - Dry,Marginal,Seasonal Occurrence Unknown,,10032
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,10032
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes,10032
5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,10032
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,10032
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,61366
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Non-Breeding Season,No,61366
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,61360
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes,61360
15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Suitable,Non-Breeding Season,Yes,60753
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Breeding Season,Yes,60753
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,4790
5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,,,4790
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,,,4790
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,4794
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,4794
4.4,Grassland - Temperate,Suitable,Resident,Yes,69637992
4.4,Grassland - Temperate,Suitable,Resident,Yes,16084567
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes,16084567
4.4,Grassland - Temperate,Suitable,Resident,Yes,16757660
3.4,Shrubland - Temperate,Suitable,Resident,No,15039196
4.4,Grassland - Temperate,Suitable,Resident,Yes,15039196
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,182854
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,19673919
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,17064
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,202069
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Marginal,Seasonal Occurrence Unknown,,4806
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,4806
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,4806
3.6,Shrubland - Subtropical/Tropical Moist,Marginal,Seasonal Occurrence Unknown,,4806
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,,182824
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Resident,,182824
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Unknown,Resident,,182824
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Unknown,Resident,,182824
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Unknown,Resident,,182824
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,181600
4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Suitable,Resident,Yes,56093
4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,Resident,Yes,56093
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,,56093
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes,56093
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,56093
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,56093
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,56093
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Seasonal Occurrence Unknown,Yes,170256
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,Seasonal Occurrence Unknown,Yes,170256
9.7,Marine Neritic - Macroalgal/Kelp,Suitable,Seasonal Occurrence Unknown,Yes,170256
