code,habitat,suitability,season,majorimportance,taxonid_iucn
15.2,Artificial/Aquatic - Ponds (below 8ha),Marginal,,,236
15.3,Artificial/Aquatic - Aquaculture Ponds,Marginal,,,236
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,236
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Marginal,,,236
9.10,Marine Neritic - Estuaries,Suitable,,Yes,236
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,229
9.10,Marine Neritic - Estuaries,Suitable,,,229
9.4,Marine Neritic - Subtidal Sandy,Suitable,,,229
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,,,229
9.6,Marine Neritic - Subtidal Muddy,Suitable,,,229
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,230
9.10,Marine Neritic - Estuaries,Suitable,,Yes,230
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,,,230
9.4,Marine Neritic - Subtidal Sandy,Suitable,,,230
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,,,230
9.6,Marine Neritic - Subtidal Muddy,Suitable,,,230
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,44561
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,44561
1.4,Forest - Temperate,Suitable,,Yes,43184845
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,,Yes,43184845
1.4,Forest - Temperate,Suitable,Resident,Yes,58077015
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,65403156
3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,Yes,22714797
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No,103780118
3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,No,103780118
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,No,103780118
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,No,103780118
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,No,103780118
14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,No,22735588
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,22735588
3.6,Shrubland - Subtropical/Tropical Moist,Suitable,Resident,Yes,22735588
14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,Yes,22714826
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,,22714826
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes,22714826
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,,22714826
5.13,Wetlands (inland) - Permanent Inland Deltas,Suitable,,,156051
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,156051
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,,,133381
9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Marginal,,,133381
9.8,Marine Neritic - Coral Reef,,,,133381
9.8.1,Outer Reef Channel,Suitable,,,133381
9.8.2,Back Slope,Suitable,,,133381
9.8.3,Foreslope (Outer Reef Slope),Suitable,,,133381
9.8.4,Lagoon,Suitable,,,133381
9.8.6,Inter-Reef Rubble Substrate,Marginal,,,133381
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,,,133006
9.8,Marine Neritic - Coral Reef,,,,133006
9.8.1,Outer Reef Channel,Suitable,,,133006
9.8.2,Back Slope,Suitable,,,133006
9.8.4,Lagoon,Marginal,,,133006
1.4,Forest - Temperate,Suitable,Resident,Yes,16896690
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes,16896690
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes,15038553
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes,15038553
9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes,161476
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes,161476
9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes,161476
9.8,Marine Neritic - Coral Reef,Suitable,Resident,Yes,161476
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,,Yes,156791
18,Unknown,Suitable,,Yes,507
2.1,Savanna - Dry,Marginal,Passage,,512
4.5,Grassland - Subtropical/Tropical Dry,Marginal,Passage,,512
8.1,Desert - Hot,Suitable,Resident,Yes,512
11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes,195276406
11.6,Marine Deep Benthic - Deep Sea Vents (Rifts/Seeps),Suitable,Resident,Yes,195276867
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,523
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,90980527
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,22689559
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No,22689559
13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,Resident,Yes,189533430
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,63761735
10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,Resident,Yes,60127
9.1,Marine Neritic - Pelagic,Suitable,Resident,Yes,60127
9.10,Marine Neritic - Estuaries,Suitable,Resident,Yes,60127
9.4,Marine Neritic - Subtidal Sandy,Suitable,Resident,Yes,60127
9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,Resident,Yes,60127
9.6,Marine Neritic - Subtidal Muddy,Suitable,Resident,Yes,60127
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,2664
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,,2664
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,59694
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,59694
18,Unknown,Suitable,,,594
18,Unknown,Suitable,,,592
1.6,Forest - Subtropical/Tropical Moist Lowland,,,,196533
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,55855
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,55855
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,55855
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,55855
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,55855
13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,Resident,Yes,67367669
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,103896223
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Unknown,Resident,,103896223
13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,Resident,Yes,188974686
18,Unknown,Suitable,,,704
13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Unknown,Resident,,188987541
3.5,Shrubland - Subtropical/Tropical Dry,Unknown,Resident,,188987541
13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Unknown,Resident,,705
3.5,Shrubland - Subtropical/Tropical Dry,Unknown,Resident,,705
13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Unknown,Resident,,706
3.5,Shrubland - Subtropical/Tropical Dry,Unknown,Resident,,706
13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,Resident,,707
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,,707
1.5,Forest - Subtropical/Tropical Dry,Unknown,Resident,,188988510
18,Unknown,Unknown,Resident,,188988592
18,Unknown,Unknown,Resident,,708
13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Unknown,Resident,,709
3.5,Shrubland - Subtropical/Tropical Dry,Unknown,Resident,,709
1.4,Forest - Temperate,Suitable,Resident,Yes,58079814
3.4,Shrubland - Temperate,Suitable,Resident,Yes,58079814
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,61430
14.4,Artificial/Terrestrial - Rural Gardens,Marginal,,,136218
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Marginal,,,136218
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,Yes,136218
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,196322
9.10,Marine Neritic - Estuaries,Marginal,,,196322
4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,,,772
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,776
12.6,Marine Intertidal - Tidepools,Marginal,Resident,,22717428
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes,22717428
4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,No,22717428
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Resident,Yes,22717428
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes,171612
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes,171775
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,,171775
3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,Resident,Yes,171538
6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,Resident,Yes,171538
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,135620
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,135598
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,135598
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,,19018610
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,,19018610
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,19885345
13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,,,135503
13.5,Marine Coastal/Supratidal - Coastal Freshwater Lakes,Suitable,,,135503
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,135503
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,135503
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,22726971
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,No,22726971
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No,22726971
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,22726971
2.1,Savanna - Dry,Suitable,Resident,,810
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,,810
4.5,Grassland - Subtropical/Tropical Dry,Suitable,Resident,,810
1.4,Forest - Temperate,Suitable,Resident,Yes,97634472
3.4,Shrubland - Temperate,Suitable,Resident,Yes,97634472
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,56088
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,56088
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,56088
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,191250
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,191250
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,191251
18,Unknown,Suitable,,,44579133
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,19672436
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Breeding Season,Yes,867
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Breeding Season,Yes,867
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,136097
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Suitable,Breeding Season,Yes,136097
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Breeding Season,Yes,136097
4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Suitable,Resident,Yes,55066
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Unknown,Resident,,55066
5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,Unknown,Resident,,55066
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Unknown,Resident,,55066
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,55113
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,55113
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,55141
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,55141
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,180563
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,180563
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,,180563
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,191370
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,160967283
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,160969193
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,191694
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,191694
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,191694
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes,191694
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,169372
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,169372
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes,169372
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,881
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,881
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,Resident,Yes,881
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,191697
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,191697
5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,191697
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,191699
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes,191699
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,Resident,Yes,191699
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,80373309
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,80373309
4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,,,892
4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,,,161276036
14.3,Artificial/Terrestrial - Plantations,Suitable,Resident,No,22691030
14.4,Artificial/Terrestrial - Rural Gardens,Suitable,Resident,No,22691030
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,22691030
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,No,22691030
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,44578120
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,Yes,135582
5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Suitable,,,61393
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,39917
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,39917
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,76338143
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,76338143
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,Resident,Yes,56319
5.11,Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt),Suitable,Resident,Yes,56319
5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,Resident,Yes,56319
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,Resident,Yes,56319
1.5,Forest - Subtropical/Tropical Dry,Suitable,,,939
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,939
14.2,Artificial/Terrestrial - Pastureland,Suitable,,,190566
14.3,Artificial/Terrestrial - Plantations,Suitable,,,190566
14.4,Artificial/Terrestrial - Rural Gardens,Suitable,,,190566
1.5,Forest - Subtropical/Tropical Dry,Suitable,,,190566
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,190566
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,,,190566
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,,,190566
8.1,Desert - Hot,Suitable,Resident,,164598
8.2,Desert - Temperate,Suitable,Resident,,164598
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,Yes,47755615
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,,,54886
3.7,Shrubland - Subtropical/Tropical High Altitude,Marginal,,,54886
5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Suitable,,,54886
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,Yes,155645
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes,155645
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes,171938
5.9,Wetlands (inland) - Freshwater Springs and Oases,Suitable,,Yes,171958
5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Suitable,,Yes,155894
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,,,984
5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,,,984
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,119194112
14.1,Artificial/Terrestrial - Arable Land,Marginal,Resident,,22686342
14.2,Artificial/Terrestrial - Pastureland,Marginal,Resident,,22686342
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,No,22686342
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,22686342
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No,22686342
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,No,22686342
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,No,22686342
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No,22686411
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,Yes,22686411
14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,Resident,No,22728296
1.5,Forest - Subtropical/Tropical Dry,Suitable,Resident,Yes,22728296
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,No,22728296
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,Yes,22728296
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Resident,No,22728296
1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,Resident,Yes,22686239
1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,Resident,No,22686239
1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,Resident,No,22686239
12.1,Marine Intertidal - Rocky Shoreline,Suitable,Resident,Yes,152330878
12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,Breeding Season,Yes,152330878
12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Marginal,Resident,,152330878
12.4,Marine Intertidal - Mud Flats and Salt Flats,Marginal,Resident,,152330878
3.5,Shrubland - Subtropical/Tropical Dry,Suitable,Breeding Season,Yes,152330878
9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,Resident,Yes,152330878
12.1,Marine Intertidal - Rocky Shoreline,Suitable,Resident,Yes,44177
12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,Breeding Season,Yes,44177
