year,assess_year,code,category,taxonid_iucn
2004,2004,EN,Endangered,58541
2020,2019,EN,Endangered,58544
2004,2004,DD,Data Deficient,58544
2021,2017,EN,Endangered,61868
2006,2006,DD,Data Deficient,61868
2020,2019,EN,Endangered,78521671
2021,2020,EN,Endangered,54308994
2015,2014,EN,Endangered,54308994
2021,2020,EN,Endangered,58675
2004,2004,EN,Endangered,58675
2021,2020,EN,Endangered,54314436
2015,2014,EN,Endangered,54314436
2021,2020,EN,Endangered,58726
2004,2004,EN,Endangered,58726
2021,2020,EN,Endangered,58743
2004,2004,EN,Endangered,58743
2015,2015,EN,Endangered,48101417
1996,1996,EN,Endangered,15129
1994,1994,I,Indeterminate,15129
1990,1990,I,Indeterminate,15129
1988,1988,I,Indeterminate,15129
1986,1986,I,Indeterminate,15129
2020,2019,EN,Endangered,59308
2008,2008,EN,Endangered,59308
2004,2004,EN,Endangered,59308
2020,2019,EN,Endangered,55775066
2020,2019,EN,Endangered,59314
2008,2008,EN,Endangered,59314
2004,2004,EN,Endangered,59314
2020,2019,EN,Endangered,59315
2008,2008,EN,Endangered,59315
2004,2004,EN,Endangered,59315
2020,2019,EN,Endangered,59316
2008,2008,DD,Data Deficient,59316
2004,2004,DD,Data Deficient,59316
2019,2019,EN,Endangered,112686503
2019,2019,EN,Endangered,78521935
2020,2019,EN,Endangered,51061226
2020,2019,EN,Endangered,78521975
2020,2019,EN,Endangered,59321
2008,2008,EN,Endangered,59321
2004,2004,EN,Endangered,59321
2020,2019,EN,Endangered,51147304
2020,2019,EN,Endangered,59324
2008,2008,EN,Endangered,59324
2004,2004,EN,Endangered,59324
2021,2019,EN,Endangered,51061249
2020,2019,EN,Endangered,51061249
2020,2019,EN,Endangered,51147467
2021,2017,EN,Endangered,176174
2011,2010,CR,Critically Endangered,176174
2015,2015,EN,Endangered,190194
2013,2011,EN,Endangered,15185
1996,1996,VU,Vulnerable,15185
1994,1994,I,Indeterminate,15185
1990,1990,I,Indeterminate,15185
1988,1988,I,Indeterminate,15185
1986,1986,V,Vulnerable,15185
2021,2021,EN,Endangered,189545680
2010,2009,EN,Endangered,156134
2010,2009,EN,Endangered,155652
2010,2009,EN,Endangered,155964
2010,2009,EN,Endangered,156142
2010,2009,EN,Endangered,156106
2010,2009,EN,Endangered,156155
2010,2009,EN,Endangered,155541
2010,2009,EN,Endangered,155685
2010,2009,EN,Endangered,155698
2015,2015,EN,Endangered,15188
2013,2013,EN,Endangered,15188
2008,2008,NT,Near Threatened,15188
1996,1996,LR/nt,Lower Risk/near threatened,15188
2018,2017,EN,Endangered,67599982
2021,2019,EN,Endangered,139167315
2021,2019,EN,Endangered,177421
2018,2009,DD,Data Deficient,177421
2010,2009,DD,Data Deficient,177421
2012,2011,EN,Endangered,169893
2009,2007,EN,Endangered,169893
2016,2014,EN,Endangered,49830649
2019,2018,EN,Endangered,120189237
2019,2018,EN,Endangered,120189424
2019,2018,EN,Endangered,15257
1996,1996,VU,Vulnerable,15257
1994,1994,V,Vulnerable,15257
2019,2018,EN,Endangered,120190272
2019,2019,EN,Endangered,120189545
2019,2018,EN,Endangered,120189599
2019,2018,EN,Endangered,15267
2019,2018,EN,Endangered,15258
1996,1996,VU,Vulnerable,15258
1994,1994,I,Indeterminate,15258
2019,2018,EN,Endangered,15260
2010,2009,EN,Endangered,15260
1996,1996,VU,Vulnerable,15260
1994,1994,K,Insufficiently Known,15260
2019,2018,EN,Endangered,120190019
2021,2019,EN,Endangered,120190127
2019,2018,EN,Endangered,120190169
2019,2018,EN,Endangered,120190199
2019,2018,EN,Endangered,15265
1996,1996,VU,Vulnerable,15265
2019,2019,EN,Endangered,6013
1996,1996,VU,Vulnerable,6013
1994,1994,V,Vulnerable,6013
2011,2011,EN,Endangered,195500
2015,2015,EN,Endangered,48086193
2020,2019,EN,Endangered,15268
1996,1996,VU,Vulnerable,15268
1994,1994,V,Vulnerable,15268
2016,2015,EN,Endangered,69641425
2016,2015,EN,Endangered,16084355
2016,2015,EN,Endangered,16084429
1996,1996,EN,Endangered,15298
2020,2011,EN,Endangered,195561
2012,2011,EN,Endangered,195561
2020,2019,EN,Endangered,91211887
2019,2018,EN,Endangered,91211923
2020,2019,EN,Endangered,91212012
2020,2018,EN,Endangered,91212399
1996,1996,EN,Endangered,15318
1994,1994,V,Vulnerable,15318
1990,1990,V,Vulnerable,15318
1988,1988,E,Endangered,15318
1986,1986,E,Endangered,15318
2018,1996,EN,Endangered,15319
1996,1996,EN,Endangered,15319
1994,1994,E,Endangered,15319
2011,2010,EN,Endangered,201440
2011,2010,EN,Endangered,201450
2011,2010,EN,Endangered,135315
2008,2008,CR,Critically Endangered,135315
2011,2010,EN,Endangered,201447
2011,2010,EN,Endangered,201453
2011,2010,EN,Endangered,201454
2011,2010,EN,Endangered,135336
2008,2008,EN,Endangered,135336
2011,2010,EN,Endangered,135381
2008,2008,EN,Endangered,135381
2011,2010,EN,Endangered,135351
2008,2008,EN,Endangered,135351
2011,2010,EN,Endangered,135328
2008,2008,EN,Endangered,135328
2011,2010,EN,Endangered,201432
2011,2010,EN,Endangered,135321
2008,2008,EN,Endangered,135321
2019,2019,EN,Endangered,142674166
2019,2019,EN,Endangered,142674103
2019,2019,EN,Endangered,142674185
2019,2019,EN,Endangered,142674143
2019,2019,EN,Endangered,145641073
2013,2013,EN,Endangered,138178
2017,2015,EN,Endangered,137924
2021,2020,EN,Endangered,79100485
1996,1996,EN,Endangered,40699
1994,1994,E,Endangered,40699
2019,2019,EN,Endangered,144232997
2019,2019,EN,Endangered,144233018
2019,2018,EN,Endangered,55209
2004,2004,DD,Data Deficient,55209
2021,2021,EN,Endangered,189556991
2020,2017,EN,Endangered,107892150
2007,2007,EN,Endangered,63717
2021,2019,EN,Endangered,149404362
2020,2019,EN,Endangered,181574
2010,2006,DD,Data Deficient,181574
2019,2019,EN,Endangered,15386
1996,1996,DD,Data Deficient,15386
1994,1994,K,Insufficiently Known,15386
1990,1990,I,Indeterminate,15386
1988,1988,I,Indeterminate,15386
2019,2018,EN,Endangered,15387
1996,1996,EN,Endangered,15387
1994,1994,E,Endangered,15387
1990,1990,E,Endangered,15387
2017,2015,EN,Endangered,47261215
2004,2004,EN,Endangered,44622
2004,2004,EN,Endangered,44626
2014,2014,EN,Endangered,162917
2009,2007,EN,Endangered,169781
2020,2018,EN,Endangered,15413
1996,1996,VU,Vulnerable,15413
1994,1994,R,Rare,15413
2020,2018,EN,Endangered,161320521
2020,2018,EN,Endangered,161320641
2020,2018,EN,Endangered,161320740
1996,1996,EN,Endangered,15415
1994,1994,Ex,Extinct,15415
1996,1996,EN,Endangered,15417
1994,1994,Ex,Extinct,15417
2017,2017,EN,Endangered,15419
2008,2008,VU,Vulnerable,15419
1996,1996,DD,Data Deficient,15419
1994,1994,K,Insufficiently Known,15419
1990,1990,K,Insufficiently Known,15419
1988,1988,K,Insufficiently Known,15419
2016,2015,EN,Endangered,68444760
2020,2015,EN,Endangered,17046338
2016,2015,EN,Endangered,17046338
2012,2012,EN,Endangered,17046338
2014,2012,EN,Endangered,196203
2014,2012,EN,Endangered,196205
2010,2010,EN,Endangered,15422
1996,1996,VU,Vulnerable,15422
1994,1994,I,Indeterminate,15422
1990,1990,I,Indeterminate,15422
1988,1988,I,Indeterminate,15422
1986,1986,I,Indeterminate,15422
2010,2010,EN,Endangered,15443
1996,1996,VU,Vulnerable,15443
2010,2010,EN,Endangered,153981
2010,2010,EN,Endangered,15423
1996,1996,CR,Critically Endangered,15423
1994,1994,E,Endangered,15423
1990,1990,E,Endangered,15423
1988,1988,E,Endangered,15423
1986,1986,E,Endangered,15423
1983,1983,V,Vulnerable,15423
2017,2016,EN,Endangered,72327016
2018,2017,EN,Endangered,136047
2014,2013,EN,Endangered,136047
2008,2008,DD,Data Deficient,136047
2018,2017,EN,Endangered,78526171
2018,2017,EN,Endangered,61810
2006,2006,DD,Data Deficient,61810
2018,2017,EN,Endangered,57223
2004,2004,CR,Critically Endangered,57223
2006,2006,EN,Endangered,60339
2006,2006,EN,Endangered,60629
2010,2009,EN,Endangered,182875
2018,2015,EN,Endangered,59947
2010,2006,CR,Critically Endangered,59947
2006,2006,CR,Critically Endangered,59947
2012,2011,EN,Endangered,181081
2011,2011,EN,Endangered,15459
1996,1996,VU,Vulnerable,15459
1994,1994,I,Indeterminate,15459
1990,1990,I,Indeterminate,15459
1988,1988,I,Indeterminate,15459
2020,2019,EN,Endangered,57588
2004,2004,EN,Endangered,57588
2020,2019,EN,Endangered,57594
2004,2004,VU,Vulnerable,57594
2020,2019,EN,Endangered,57596
2004,2004,EN,Endangered,57596
2020,2019,EN,Endangered,57597
2004,2004,EN,Endangered,57597
2020,2019,EN,Endangered,57599
2004,2004,EN,Endangered,57599
2021,2020,EN,Endangered,76491633
2015,2015,CR,Critically Endangered,76491633
2020,2020,EN,Endangered,22678453
2016,2016,EN,Endangered,22678453
2013,2013,EN,Endangered,22678453
2012,2012,EN,Endangered,22678453
2008,2008,EN,Endangered,22678453
2004,2004,EN,Endangered,22678453
2000,2000,EN,Endangered,22678453
1996,1996,VU,Vulnerable,22678453
1994,1994,VU,Vulnerable,22678453
1988,1988,T,Threatened,22678453
2020,2019,EN,Endangered,76317606
2018,2017,EN,Endangered,57925
2004,2004,EN,Endangered,57925
2020,2019,EN,Endangered,112683609
2019,2018,EN,Endangered,57929
2004,2004,DD,Data Deficient,57929
2019,2018,EN,Endangered,57936
2004,2004,DD,Data Deficient,57936
2016,2016,EN,Endangered,15484
2008,2008,EN,Endangered,15484
1996,1996,EN,Endangered,15484
1994,1994,E,Endangered,15484
1990,1990,E,Endangered,15484
2016,2014,EN,Endangered,49830409
2016,2014,EN,Endangered,49830141
2018,2018,EN,Endangered,22708054
2016,2016,VU,Vulnerable,22708054
2012,2012,VU,Vulnerable,22708054
2008,2008,VU,Vulnerable,22708054
2004,2004,VU,Vulnerable,22708054
2000,2000,VU,Vulnerable,22708054
1996,1996,VU,Vulnerable,22708054
1994,1994,VU,Vulnerable,22708054
1988,1988,NT,Near Threatened,22708054
2016,2016,EN,Endangered,22706449
2013,2013,EN,Endangered,22706449
2012,2012,VU,Vulnerable,22706449
2010,2010,VU,Vulnerable,22706449
2008,2008,VU,Vulnerable,22706449
2007,2007,VU,Vulnerable,22706449
2004,2004,VU,Vulnerable,22706449
2000,2000,VU,Vulnerable,22706449
1996,1996,VU,Vulnerable,22706449
1994,1994,VU,Vulnerable,22706449
1988,1988,T,Threatened,22706449
2012,2007,EN,Endangered,199521
2012,2007,EN,Endangered,199557
2018,2018,EN,Endangered,15513
1996,1996,EN,Endangered,15513
1994,1994,E,Endangered,15513
1990,1990,E,Endangered,15513
1988,1988,E,Endangered,15513
1986,1986,E,Endangered,15513
1985,1985,E,Endangered,15513
1983,1983,E,Endangered,15513
2017,2016,EN,Endangered,22697232
2016,2016,EN,Endangered,22697232
2013,2013,EN,Endangered,22697232
2012,2012,EN,Endangered,22697232
2010,2010,EN,Endangered,22697232
2008,2008,EN,Endangered,22697232
2006,2006,EN,Endangered,22697232
2004,2004,EN,Endangered,22697232
2000,2000,EN,Endangered,22697232
1996,1996,CR,Critically Endangered,22697232
1994,1994,CR,Critically Endangered,22697232
1988,1988,T,Threatened,22697232
2016,2015,EN,Endangered,16084525
2016,2015,EN,Endangered,16084420
2016,2015,EN,Endangered,16084516
2016,2015,EN,Endangered,16084584
2000,2000,EN,Endangered,15541
1996,1996,DD,Data Deficient,15541
1994,1994,V,Vulnerable,15541
1990,1990,V,Vulnerable,15541
1988,1988,V,Vulnerable,15541
2021,2020,EN,Endangered,49254691
1996,1996,EN,Endangered,15542
1994,1994,R,Rare,15542
1990,1990,R,Rare,15542
2006,2006,EN,Endangered,60636
2010,2009,EN,Endangered,182998
2006,2006,EN,Endangered,60639
2006,2006,EN,Endangered,60641
2006,2006,EN,Endangered,60640
2021,2020,EN,Endangered,149165203
2021,2020,EN,Endangered,149171258
2012,2007,EN,Endangered,199554
2019,2018,EN,Endangered,41291
2008,2008,NT,Near Threatened,41291
1996,1996,LR/lc,Lower Risk/least concern,41291
2018,2018,EN,Endangered,15571
2008,2008,NT,Near Threatened,15571
1996,1996,LR/cd,Lower Risk/conservation dependent,15571
2018,2018,EN,Endangered,136871
2008,2008,NT,Near Threatened,136871
2019,2018,EN,Endangered,125851287
2021,2020,EN,Endangered,162159966
2019,2019,EN,Endangered,90332191
2017,2017,EN,Endangered,115554360
2017,2015,EN,Endangered,157875
2010,2009,EN,Endangered,157875
2010,2009,EN,Endangered,164917
2010,2009,EN,Endangered,157575
2004,2004,EN,Endangered,54855
2010,2008,EN,Endangered,54857
2004,2004,EN,Endangered,54857
2013,2012,EN,Endangered,18435557
2019,2019,EN,Endangered,91311386
2011,2010,EN,Endangered,172422
2021,2020,EN,Endangered,55809
2004,2004,EN,Endangered,55809
2016,2014,EN,Endangered,49829515
2013,2010,EN,Endangered,173021
2017,2016,EN,Endangered,45069
2008,2008,EN,Endangered,45069
2004,2004,EN,Endangered,45069
2021,2021,EN,Endangered,45071
2008,2008,EN,Endangered,45071
2004,2004,VU,Vulnerable,45071
2008,2008,EN,Endangered,20480
1996,1996,LR/lc,Lower Risk/least concern,20480
2016,2016,EN,Endangered,22724396
2013,2013,EN,Endangered,22724396
2012,2012,EN,Endangered,22724396
2008,2008,EN,Endangered,22724396
2004,2004,EN,Endangered,22724396
2000,2000,EN,Endangered,22724396
1988,1988,T,Threatened,22724396
2017,2017,EN,Endangered,22688686
2016,2016,CR,Critically Endangered,22688686
2015,2015,CR,Critically Endangered,22688686
2014,2014,CR,Critically Endangered,22688686
2013,2013,CR,Critically Endangered,22688686
2012,2012,CR,Critically Endangered,22688686
2011,2011,CR,Critically Endangered,22688686
2010,2010,CR,Critically Endangered,22688686
2009,2009,CR,Critically Endangered,22688686
2008,2008,CR,Critically Endangered,22688686
2004,2004,CR,Critically Endangered,22688686
2000,2000,CR,Critically Endangered,22688686
1996,1996,CR,Critically Endangered,22688686
1994,1994,CR,Critically Endangered,22688686
1988,1988,NR,Not Recognized,22688686
2016,2016,EN,Endangered,22688565
2012,2012,EN,Endangered,22688565
2008,2008,EN,Endangered,22688565
2006,2006,EN,Endangered,22688565
2004,2004,EN,Endangered,22688565
2000,2000,EN,Endangered,22688565
1996,1996,VU,Vulnerable,22688565
1994,1994,VU,Vulnerable,22688565
1988,1988,T,Threatened,22688565
2017,2017,EN,Endangered,22724585
2016,2016,CR,Critically Endangered,22724585
2015,2015,CR,Critically Endangered,22724585
2012,2012,CR,Critically Endangered,22724585
2010,2010,CR,Critically Endangered,22724585
2009,2009,CR,Critically Endangered,22724585
2008,2008,CR,Critically Endangered,22724585
2004,2004,CR,Critically Endangered,22724585
2000,2000,CR,Critically Endangered,22724585
1994,1994,NR,Not Recognized,22724585
1988,1988,NR,Not Recognized,22724585
2021,2020,EN,Endangered,22688694
2017,2017,EN,Endangered,22688694
2016,2016,CR,Critically Endangered,22688694
2015,2015,CR,Critically Endangered,22688694
2012,2012,CR,Critically Endangered,22688694
2009,2009,CR,Critically Endangered,22688694
2008,2008,CR,Critically Endangered,22688694
2006,2006,CR,Critically Endangered,22688694
2004,2004,CR,Critically Endangered,22688694
2000,2000,CR,Critically Endangered,22688694
1996,1996,CR,Critically Endangered,22688694
1994,1994,CR,Critically Endangered,22688694
1988,1988,T,Threatened,22688694
2016,2016,EN,Endangered,22732040
2012,2012,EN,Endangered,22732040
2008,2008,EN,Endangered,22732040
2006,2006,EN,Endangered,22732040
2004,2004,NR,Not Recognized,22732040
2000,2000,NR,Not Recognized,22732040
1994,1994,NR,Not Recognized,22732040
1988,1988,NR,Not Recognized,22732040
2020,2011,EN,Endangered,198796
2012,2011,EN,Endangered,198796
2013,2012,EN,Endangered,203305
2017,2016,EN,Endangered,171100
2017,2016,EN,Endangered,15769
1996,1996,LR/nt,Lower Risk/near threatened,15769
1994,1994,K,Insufficiently Known,15769
2017,2016,EN,Endangered,170891
2017,2016,EN,Endangered,171548
2020,2019,EN,Endangered,161062238
2021,2020,EN,Endangered,161063345
2021,2020,EN,Endangered,15772
1996,1996,DD,Data Deficient,15772
1994,1994,R,Rare,15772
2016,2016,EN,Endangered,15778
2004,2004,CR,Critically Endangered,15778
1996,1996,VU,Vulnerable,15778
1994,1994,R,Rare,15778
2019,2016,EN,Endangered,15786
2008,2008,EN,Endangered,15786
1996,1996,VU,Vulnerable,15786
2011,2010,EN,Endangered,171855
2011,2010,EN,Endangered,171858
2014,2013,EN,Endangered,19384476
2014,2013,EN,Endangered,19387775
2014,2013,EN,Endangered,19414192
2014,2013,EN,Endangered,19431749
2014,2013,EN,Endangered,19429195
2014,2013,EN,Endangered,19429681
2014,2013,EN,Endangered,19430762
2021,2020,EN,Endangered,63141
2007,2007,VU,Vulnerable,63141
2017,2017,EN,Endangered,22679814
2016,2016,EN,Endangered,22679814
2012,2012,EN,Endangered,22679814
2008,2008,EN,Endangered,22679814
2006,2006,EN,Endangered,22679814
2004,2004,EN,Endangered,22679814
2000,2000,EN,Endangered,22679814
1996,1996,VU,Vulnerable,22679814
1994,1994,VU,Vulnerable,22679814
1988,1988,T,Threatened,22679814
2021,2021,EN,Endangered,22679820
2017,2017,VU,Vulnerable,22679820
2016,2016,NT,Near Threatened,22679820
2013,2013,NT,Near Threatened,22679820
2012,2012,NT,Near Threatened,22679820
2008,2008,NT,Near Threatened,22679820
2007,2007,NT,Near Threatened,22679820
2004,2004,LC,Least Concern,22679820
2000,2000,LR/lc,Lower Risk/least concern,22679820
1994,1994,LR/lc,Lower Risk/least concern,22679820
1988,1988,LR/lc,Lower Risk/least concern,22679820
2008,2008,EN,Endangered,61714
2006,2006,EN,Endangered,61714
2008,2008,EN,Endangered,61715
2006,2006,EN,Endangered,61715
2008,2008,EN,Endangered,61740
2006,2006,EN,Endangered,61740
2019,2019,EN,Endangered,197314
2009,2006,EN,Endangered,168115
2009,2006,EN,Endangered,168120
2009,2006,EN,Endangered,168114
2009,2006,EN,Endangered,168117
2009,2006,EN,Endangered,168113
2020,2018,EN,Endangered,135431279
2019,2018,EN,Endangered,135431279
2012,2010,EN,Endangered,184855
2016,2004,LC,Least Concern,15838
2016,2016,EN,Endangered,15838
2004,2004,LC,Least Concern,15838
1996,1996,LR/lc,Lower Risk/least concern,15838
1994,1994,K,Insufficiently Known,15838
2016,2004,VU,Vulnerable,44505
2016,2016,EN,Endangered,44505
2004,2004,VU,Vulnerable,44505
2016,2016,EN,Endangered,15839
2004,2004,CR,Critically Endangered,15839
1996,1996,VU,Vulnerable,15839
1994,1994,K,Insufficiently Known,15839
2016,2004,EN,Endangered,44483
2016,2016,EN,Endangered,44483
2004,2004,EN,Endangered,44483
2016,2004,EN,Endangered,44485
2016,2016,EN,Endangered,44485
2004,2004,EN,Endangered,44485
2018,2018,EN,Endangered,104062579
2017,2016,EN,Endangered,104062579
2016,2016,EN,Endangered,104062579
2016,2015,EN,Endangered,68446184
2020,2019,EN,Endangered,78528792
2020,2019,EN,Endangered,78528868
2020,2019,EN,Endangered,145401912
2010,2009,EN,Endangered,155881
2006,2006,EN,Endangered,60261
2006,2006,EN,Endangered,15880
1996,1996,EN,Endangered,15880
1994,1994,I,Indeterminate,15880
1990,1990,I,Indeterminate,15880
2006,2006,EN,Endangered,15882
1996,1996,EN,Endangered,15882
1994,1994,I,Indeterminate,15882
1990,1990,I,Indeterminate,15882
2009,2007,EN,Endangered,159037
2006,2006,EN,Endangered,15884
1996,1996,EN,Endangered,15884
1994,1994,I,Indeterminate,15884
1990,1990,I,Indeterminate,15884
2013,2012,EN,Endangered,15885
1996,1996,EN,Endangered,15885
1994,1994,I,Indeterminate,15885
1990,1990,I,Indeterminate,15885
1988,1988,I,Indeterminate,15885
1986,1986,I,Indeterminate,15885
2013,2013,EN,Endangered,197940
2013,2012,EN,Endangered,15887
1996,1996,EN,Endangered,15887
1994,1994,E,Endangered,15887
1990,1990,I,Indeterminate,15887
1988,1988,I,Indeterminate,15887
1986,1986,I,Indeterminate,15887
2012,2011,EN,Endangered,195568
2012,2011,EN,Endangered,15907
1996,1996,DD,Data Deficient,15907
1994,1994,V,Vulnerable,15907
2016,2011,EN,Endangered,16294
2012,2011,EN,Endangered,16294
1996,1996,CR,Critically Endangered,16294
1994,1994,V,Vulnerable,16294
2016,2016,EN,Endangered,40092
2009,2006,EN,Endangered,40092
2000,2000,CR,Critically Endangered,40092
1996,1996,EN,Endangered,40092
2012,2010,EN,Endangered,189770
2021,2019,EN,Endangered,149171108
2016,2014,EN,Endangered,58386247
2020,2019,EN,Endangered,139541948
2011,2011,EN,Endangered,180689
2020,2019,EN,Endangered,91103190
2020,2019,EN,Endangered,91104582
2021,2017,EN,Endangered,176192
2018,2010,NT,Near Threatened,176192
2011,2010,NT,Near Threatened,176192
2016,2016,EN,Endangered,15932
2008,2008,EN,Endangered,15932
2007,2007,EN,Endangered,15932
2000,2000,EN,Endangered,15932
1996,1996,EN,Endangered,15932
1994,1994,V,Vulnerable,15932
1990,1990,V,Vulnerable,15932
1988,1988,V,Vulnerable,15932
1986,1986,V,Vulnerable,15932
1965,1965,,"""Status inadequately known-survey required or data sought""",15932
2008,2008,EN,Endangered,15952
2000,2000,CR,Critically Endangered,15952
1996,1996,EN,Endangered,15952
1994,1994,E,Endangered,15952
1990,1990,E,Endangered,15952
1988,1988,E,Endangered,15952
1986,1986,E,Endangered,15952
