year,assess_year,code,category,taxonid_iucn
2020,2019,EN,Endangered,19542
2008,2008,VU,Vulnerable,19542
2004,2004,VU,Vulnerable,19542
1996,1996,LR/nt,Lower Risk/near threatened,19542
2020,2016,EN,Endangered,82347204
2019,2016,EN,Endangered,64588047
2019,2018,EN,Endangered,19549
2008,2008,EN,Endangered,19549
2004,2004,EN,Endangered,19549
1996,1996,LR/nt,Lower Risk/near threatened,19549
2016,2016,EN,Endangered,136248
2008,2008,DD,Data Deficient,136248
2020,2018,EN,Endangered,85707170
2017,2016,EN,Endangered,84372306
2020,2018,EN,Endangered,19562
2008,2008,LC,Least Concern,19562
1996,1996,VU,Vulnerable,19562
2020,2019,EN,Endangered,44784
2008,2008,VU,Vulnerable,44784
2004,2004,VU,Vulnerable,44784
2020,2016,EN,Endangered,82346260
2020,2019,EN,Endangered,44786
2008,2008,EN,Endangered,44786
2004,2004,EN,Endangered,44786
2021,2019,EN,Endangered,197177
2021,2019,EN,Endangered,197176
2021,2019,EN,Endangered,178286
2010,2009,NT,Near Threatened,178286
2021,2019,EN,Endangered,197174
2021,2019,EN,Endangered,197169
2021,2019,EN,Endangered,197173
2021,2019,EN,Endangered,197172
2013,2010,EN,Endangered,172681
2021,2019,EN,Endangered,197170
2020,2015,EN,Endangered,19597
2008,2008,EN,Endangered,19597
2000,2000,EN,Endangered,19597
1996,1996,EN,Endangered,19597
1994,1994,E,Endangered,19597
1990,1990,E,Endangered,19597
1988,1988,E,Endangered,19597
2020,2015,EN,Endangered,19595
2020,2020,EN,Endangered,19595
2008,2008,EN,Endangered,19595
2000,2000,EN,Endangered,19595
1996,1996,EN,Endangered,19595
1994,1994,E,Endangered,19595
1990,1990,E,Endangered,19595
1988,1988,E,Endangered,19595
2021,2015,EN,Endangered,19596
2020,2015,EN,Endangered,19596
2008,2008,EN,Endangered,19596
2000,2000,VU,Vulnerable,19596
1996,1996,VU,Vulnerable,19596
1994,1994,V,Vulnerable,19596
1990,1990,V,Vulnerable,19596
1988,1988,V,Vulnerable,19596
1986,1986,R,Rare,19596
1965,1965,,"""Status inadequately known-survey required or data sought""",19596
2020,2015,EN,Endangered,39829
2008,2008,EN,Endangered,39829
2000,2000,VU,Vulnerable,39829
2017,2016,EN,Endangered,82345696
