year,assess_year,code,category,taxonid_iucn
2018,2018,EN,Endangered,19672953
2016,2016,EN,Endangered,44501
2004,2004,DD,Data Deficient,44501
2016,2016,EN,Endangered,44499
2004,2004,VU,Vulnerable,44499
2016,2016,EN,Endangered,44493
2004,2004,EN,Endangered,44493
2016,2016,EN,Endangered,44494
2004,2004,VU,Vulnerable,44494
2016,2016,EN,Endangered,44500
2004,2004,LC,Least Concern,44500
2019,2019,EN,Endangered,110211686
2021,2020,EN,Endangered,149163622
2018,2018,EN,Endangered,16240
1996,1996,LR/nt,Lower Risk/near threatened,16240
1994,1994,V,Vulnerable,16240
1990,1990,V,Vulnerable,16240
1988,1988,V,Vulnerable,16240
1986,1986,V,Vulnerable,16240
1985,1985,V,Vulnerable,16240
2016,2015,EN,Endangered,68450071
2016,2015,EN,Endangered,68450364
2016,2015,EN,Endangered,68450372
2016,2014,EN,Endangered,61660121
2018,2018,EN,Endangered,19673071
2020,2011,EN,Endangered,172883
2011,2011,EN,Endangered,172883
2011,2010,EN,Endangered,172935
2016,2016,EN,Endangered,22720818
2012,2012,EN,Endangered,22720818
2008,2008,EN,Endangered,22720818
2004,2004,EN,Endangered,22720818
2000,2000,VU,Vulnerable,22720818
1994,1994,LR/nt,Lower Risk/near threatened,22720818
1988,1988,NT,Near Threatened,22720818
2019,2019,EN,Endangered,91311649
2020,2020,EN,Endangered,91311783
2019,2019,EN,Endangered,91311783
2019,2019,EN,Endangered,91311819
2019,2019,EN,Endangered,16264
1996,1996,EN,Endangered,16264
2019,2019,EN,Endangered,91315551
2019,2019,EN,Endangered,91315629
2019,2019,EN,Endangered,91315715
2019,2019,EN,Endangered,91315727
2019,2019,EN,Endangered,91315829
2019,2019,EN,Endangered,91315953
2012,2011,EN,Endangered,198801
1996,1996,EN,Endangered,16360
1994,1994,E,Endangered,16360
1996,1996,EN,Endangered,16354
1994,1994,V,Vulnerable,16354
1990,1990,V,Vulnerable,16354
1988,1988,V,Vulnerable,16354
1986,1986,V,Vulnerable,16354
1996,1996,EN,Endangered,16362
1994,1994,E,Endangered,16362
1996,1996,EN,Endangered,16364
1994,1994,E,Endangered,16364
1996,1996,EN,Endangered,16365
1994,1994,E,Endangered,16365
1996,1996,EN,Endangered,16366
1994,1994,E,Endangered,16366
1996,1996,EN,Endangered,16355
1994,1994,E,Endangered,16355
1990,1990,V,Vulnerable,16355
1988,1988,V,Vulnerable,16355
1986,1986,V,Vulnerable,16355
1996,1996,EN,Endangered,16368
1994,1994,E,Endangered,16368
1996,1996,EN,Endangered,16370
1994,1994,E,Endangered,16370
1996,1996,EN,Endangered,16372
1994,1994,E,Endangered,16372
2006,2006,EN,Endangered,61522
2008,2008,EN,Endangered,61721
2006,2006,EN,Endangered,61721
2021,2020,EN,Endangered,104306073
2021,2020,EN,Endangered,161465
2009,2007,EN,Endangered,161465
2020,2020,EN,Endangered,104208524
2020,2020,EN,Endangered,161547
2016,2004,VU,Vulnerable,161547
2009,2004,VU,Vulnerable,161547
2014,2012,EN,Endangered,196207
2016,2016,EN,Endangered,16426
2008,2008,EN,Endangered,16426
1996,1996,EX,Extinct,16426
2016,2016,EN,Endangered,22678497
2013,2013,EN,Endangered,22678497
2012,2012,EN,Endangered,22678497
2008,2008,EN,Endangered,22678497
2004,2004,VU,Vulnerable,22678497
2000,2000,VU,Vulnerable,22678497
1996,1996,EN,Endangered,22678497
1994,1994,EN,Endangered,22678497
1988,1988,T,Threatened,22678497
2018,2018,EN,Endangered,22679440
2016,2016,EN,Endangered,22679440
2013,2013,EN,Endangered,22679440
2012,2012,EN,Endangered,22679440
2009,2009,EN,Endangered,22679440
2008,2008,VU,Vulnerable,22679440
2004,2004,VU,Vulnerable,22679440
2000,2000,VU,Vulnerable,22679440
1996,1996,VU,Vulnerable,22679440
1994,1994,VU,Vulnerable,22679440
1988,1988,T,Threatened,22679440
2013,2011,EN,Endangered,14216608
2008,2008,EN,Endangered,133683
2004,2004,EN,Endangered,16470
1996,1996,VU,Vulnerable,16470
1994,1994,I,Indeterminate,16470
1990,1990,I,Indeterminate,16470
2006,2006,EN,Endangered,61259
2021,2020,EN,Endangered,149171119
2021,2020,EN,Endangered,58054
2004,2006,EN,Endangered,58054
2021,2019,EN,Endangered,58735
2004,2004,EN,Endangered,58735
2004,2004,EN,Endangered,54604
2004,2004,EN,Endangered,54641
2021,2020,EN,Endangered,54345
2010,2008,CR,Critically Endangered,54345
2008,2008,CR,Critically Endangered,54345
2004,2004,CR,Critically Endangered,54345
1996,1996,VU,Vulnerable,54345
1994,1994,V,Vulnerable,54345
2004,2004,EN,Endangered,54693
2018,2018,EN,Endangered,22678382
2016,2016,CR,Critically Endangered,22678382
2015,2015,CR,Critically Endangered,22678382
2013,2013,CR,Critically Endangered,22678382
2012,2012,CR,Critically Endangered,22678382
2010,2010,CR,Critically Endangered,22678382
2008,2008,CR,Critically Endangered,22678382
2004,2004,CR,Critically Endangered,22678382
2000,2000,CR,Critically Endangered,22678382
1996,1996,CR,Critically Endangered,22678382
1994,1994,CR,Critically Endangered,22678382
1988,1988,T,Threatened,22678382
2019,2018,EN,Endangered,22678360
2016,2016,EN,Endangered,22678360
2012,2012,EN,Endangered,22678360
2008,2008,EN,Endangered,22678360
2004,2004,EN,Endangered,22678360
2000,2000,VU,Vulnerable,22678360
1996,1996,VU,Vulnerable,22678360
1994,1994,VU,Vulnerable,22678360
1988,1988,NT,Near Threatened,22678360
2020,2020,EN,Endangered,22682491
2016,2016,EN,Endangered,22682491
2013,2013,EN,Endangered,22682491
2012,2012,EN,Endangered,22682491
2008,2008,EN,Endangered,22682491
2006,2006,EN,Endangered,22682491
2004,2004,EN,Endangered,22682491
2000,2000,EN,Endangered,22682491
1996,1996,EN,Endangered,22682491
1994,1994,EN,Endangered,22682491
1988,1988,LR/lc,Lower Risk/least concern,22682491
2020,2020,EN,Endangered,22682494
2016,2016,EN,Endangered,22682494
2013,2013,EN,Endangered,22682494
2012,2012,EN,Endangered,22682494
2008,2008,EN,Endangered,22682494
2006,2006,EN,Endangered,22682494
2004,2004,EN,Endangered,22682494
2000,2000,EN,Endangered,22682494
1996,1996,CR,Critically Endangered,22682494
1994,1994,CR,Critically Endangered,22682494
1988,1988,NR,Not Recognized,22682494
2016,2016,EN,Endangered,16559
2008,2008,EN,Endangered,16559
1996,1996,EN,Endangered,16559
1994,1994,E,Endangered,16559
1990,1990,E,Endangered,16559
1988,1988,E,Endangered,16559
1986,1986,E,Endangered,16559
1965,1965,,"""Less rare but believed to be threatened-requires watching""",16559
2013,2012,EN,Endangered,16585
1996,1996,VU,Vulnerable,16585
1994,1994,E,Endangered,16585
1990,1990,E,Endangered,16585
1988,1988,V,Vulnerable,16585
1986,1986,V,Vulnerable,16585
2013,2012,EN,Endangered,184102
2010,2007,EN,Endangered,184102
2013,2012,EN,Endangered,202571
2013,2012,EN,Endangered,202581
2014,2012,EN,Endangered,16593
1996,1996,VU,Vulnerable,16593
1994,1994,V,Vulnerable,16593
1990,1990,V,Vulnerable,16593
1988,1988,V,Vulnerable,16593
1986,1986,V,Vulnerable,16593
1996,1996,EN,Endangered,16599
1994,1994,E,Endangered,16599
2016,2016,EN,Endangered,22679012
2013,2013,EN,Endangered,22679012
2012,2012,VU,Vulnerable,22679012
2008,2008,VU,Vulnerable,22679012
2004,2004,VU,Vulnerable,22679012
2000,2000,VU,Vulnerable,22679012
1996,1996,VU,Vulnerable,22679012
1994,1994,VU,Vulnerable,22679012
1988,1988,T,Threatened,22679012
2021,2020,EN,Endangered,173697089
2021,2020,EN,Endangered,173697175
2021,2020,EN,Endangered,177894335
2020,2019,EN,Endangered,139346566
2020,2019,EN,Endangered,139346882
2021,2020,EN,Endangered,177894341
2020,2019,EN,Endangered,139346947
2020,2019,EN,Endangered,139347150
2019,2018,EN,Endangered,163600
2009,2007,VU,Vulnerable,163600
2021,2020,EN,Endangered,177894478
2020,2018,EN,Endangered,120046888
2014,2014,EN,Endangered,20659641
2016,2015,EN,Endangered,16084362
2013,2013,EN,Endangered,16084362
2020,2017,EN,Endangered,91995465
2018,2017,EN,Endangered,16671
2008,2008,EN,Endangered,16671
1996,1996,VU,Vulnerable,16671
2018,2017,EN,Endangered,16676
2008,2008,EN,Endangered,16676
1996,1996,LR/lc,Lower Risk/least concern,16676
2019,2017,EN,Endangered,16679
2008,2008,EN,Endangered,16679
1996,1996,VU,Vulnerable,16679
2019,2017,EN,Endangered,16683
2008,2008,EN,Endangered,16683
1996,1996,LR/lc,Lower Risk/least concern,16683
2018,2017,EN,Endangered,16688
2008,2008,EN,Endangered,16688
1996,1996,LR/lc,Lower Risk/least concern,16688
2018,2017,EN,Endangered,16695
2008,2008,EN,Endangered,16695
1996,1996,LR/nt,Lower Risk/near threatened,16695
2016,2016,EN,Endangered,16710
2008,2008,EN,Endangered,16710
1996,1996,DD,Data Deficient,16710
1994,1994,E,Endangered,16710
2016,2015,EN,Endangered,16727
2008,2008,EN,Endangered,16727
1996,1996,EN,Endangered,16727
1994,1994,E,Endangered,16727
2020,2020,EN,Endangered,117513563
2019,2019,EN,Endangered,117513563
2015,2010,EN,Endangered,168450
2010,2010,EN,Endangered,168450
2019,2019,EN,Endangered,196103
2015,2010,EN,Endangered,172505
2020,2014,EN,Endangered,16752
2008,2008,NT,Near Threatened,16752
1996,1996,LR/nt,Lower Risk/near threatened,16752
2016,2014,EN,Endangered,16761
2008,2008,DD,Data Deficient,16761
1996,1996,LR/nt,Lower Risk/near threatened,16761
2019,2015,EN,Endangered,16747
2008,2008,EN,Endangered,16747
1996,1996,EN,Endangered,16747
1994,1994,E,Endangered,16747
1990,1990,R,Rare,16747
1988,1988,R,Rare,16747
1986,1986,R,Rare,16747
1982,1982,R,Rare,16747
2018,2016,EN,Endangered,103734824
2016,2016,EN,Endangered,103734824
2016,2016,EN,Endangered,22704831
2013,2013,EN,Endangered,22704831
2012,2012,EN,Endangered,22704831
2008,2008,EN,Endangered,22704831
2004,2004,EN,Endangered,22704831
2000,2000,EN,Endangered,22704831
1996,1996,EN,Endangered,22704831
1994,1994,EN,Endangered,22704831
1988,1988,T,Threatened,22704831
2020,2016,EN,Endangered,176288
2020,2016,EN,Endangered,176289
2014,2009,EN,Endangered,170247
2016,2016,EN,Endangered,184685
2010,2004,EN,Endangered,184685
2010,2004,EN,Endangered,184630
2020,2018,EN,Endangered,123423165
2020,2018,EN,Endangered,123423190
2019,2019,EN,Endangered,22685237
2018,2018,EN,Endangered,22685237
2016,2016,EN,Endangered,22685237
2013,2013,EN,Endangered,22685237
2012,2012,EN,Endangered,22685237
2009,2009,CR,Critically Endangered,22685237
2008,2008,CR,Critically Endangered,22685237
2007,2007,CR,Critically Endangered,22685237
2004,2004,CR,Critically Endangered,22685237
2000,2000,CR,Critically Endangered,22685237
1996,1996,CR,Critically Endangered,22685237
1994,1994,CR,Critically Endangered,22685237
1988,1988,T,Threatened,22685237
2010,2009,EN,Endangered,155483
2019,2016,EN,Endangered,16799
2008,2008,VU,Vulnerable,16799
1996,1996,EN,Endangered,16799
1994,1994,E,Endangered,16799
2004,2004,EN,Endangered,16801
1996,1996,EN,Endangered,16801
1994,1994,R,Rare,16801
1990,1990,R,Rare,16801
1988,1988,R,Rare,16801
1986,1986,R,Rare,16801
2012,2007,EN,Endangered,199512
2018,2018,EN,Endangered,22696806
2017,2016,EN,Endangered,22696806
2016,2016,EN,Endangered,22696806
2015,2013,EN,Endangered,22696806
2013,2013,EN,Endangered,22696806
2012,2012,NT,Near Threatened,22696806
2010,2010,NT,Near Threatened,22696806
2008,2008,NT,Near Threatened,22696806
2006,2006,NT,Near Threatened,22696806
2004,2004,NT,Near Threatened,22696806
2000,2000,LR/nt,Lower Risk/near threatened,22696806
1994,1994,LR/lc,Lower Risk/least concern,22696806
1988,1988,LR/lc,Lower Risk/least concern,22696806
2018,2018,EN,Endangered,22696907
2017,2017,EN,Endangered,22696907
2016,2016,EN,Endangered,22696907
2012,2012,EN,Endangered,22696907
2010,2010,EN,Endangered,22696907
2008,2008,EN,Endangered,22696907
2006,2006,EN,Endangered,22696907
2005,2005,EN,Endangered,22696907
2004,2004,VU,Vulnerable,22696907
2000,2000,VU,Vulnerable,22696907
1996,1996,VU,Vulnerable,22696907
1994,1994,VU,Vulnerable,22696907
1988,1988,LR/lc,Lower Risk/least concern,22696907
2018,2018,EN,Endangered,22696766
2016,2016,EN,Endangered,22696766
2015,2013,EN,Endangered,22696766
2013,2013,EN,Endangered,22696766
2012,2012,EN,Endangered,22696766
2010,2010,EN,Endangered,22696766
2008,2008,EN,Endangered,22696766
2006,2006,EN,Endangered,22696766
2004,2004,EN,Endangered,22696766
2000,2000,VU,Vulnerable,22696766
1994,1994,LR/nt,Lower Risk/near threatened,22696766
1988,1988,NT,Near Threatened,22696766
2016,2015,EN,Endangered,16858
2008,2008,EN,Endangered,16858
1996,1996,DD,Data Deficient,16858
2016,2016,EN,Endangered,16846
2008,2008,EN,Endangered,16846
1996,1996,LR/lc,Lower Risk/least concern,16846
1994,1994,V,Vulnerable,16846
1990,1990,E,Endangered,16846
1988,1988,E,Endangered,16846
1986,1986,R,Rare,16846
1982,1982,R,Rare,16846
2020,2019,EN,Endangered,164691443
2012,2007,EN,Endangered,199568
2020,2012,EN,Endangered,15181482
2019,2014,EN,Endangered,15181504
2020,2018,EN,Endangered,16875
2014,2012,EN,Endangered,16875
2008,2008,VU,Vulnerable,16875
2000,2000,VU,Vulnerable,16875
1996,1996,VU,Vulnerable,16875
2020,2017,EN,Endangered,16872
2014,2012,VU,Vulnerable,16872
2008,2008,LC,Least Concern,16872
2000,2000,LR/nt,Lower Risk/near threatened,16872
1996,1996,LR/nt,Lower Risk/near threatened,16872
2020,2019,EN,Endangered,16874
2014,2012,EN,Endangered,16874
2008,2008,LC,Least Concern,16874
2000,2000,VU,Vulnerable,16874
1996,1996,VU,Vulnerable,16874
2020,2018,EN,Endangered,16873
2014,2012,EN,Endangered,16873
2008,2008,VU,Vulnerable,16873
2000,2000,VU,Vulnerable,16873
1996,1996,VU,Vulnerable,16873
2016,2016,EN,Endangered,22691121
2012,2012,EN,Endangered,22691121
2008,2008,EN,Endangered,22691121
2007,2007,EN,Endangered,22691121
2004,2004,CR,Critically Endangered,22691121
2000,2000,CR,Critically Endangered,22691121
1996,1996,VU,Vulnerable,22691121
1994,1994,NR,Not Recognized,22691121
1988,1988,NR,Not Recognized,22691121
2019,2019,EN,Endangered,12767
2014,2013,VU,Vulnerable,12767
2008,2008,NT,Near Threatened,12767
1996,1996,LR/lc,Lower Risk/least concern,12767
2021,2019,EN,Endangered,17429273
2011,2011,EN,Endangered,178689
2010,2009,DD,Data Deficient,178689
2021,2019,EN,Endangered,13484151
2011,2011,EN,Endangered,172981
2011,2011,EN,Endangered,193488
2021,2020,EN,Endangered,13484200
2011,2011,EN,Endangered,172829
2011,2011,EN,Endangered,172948
2011,2011,EN,Endangered,172776
2019,2017,EN,Endangered,118043564
2016,2016,EN,Endangered,22724784
2013,2013,EN,Endangered,22724784
2012,2012,EN,Endangered,22724784
2016,2015,EN,Endangered,58826
2004,2004,DD,Data Deficient,58826
2021,2020,EN,Endangered,73728485
2018,2017,EN,Endangered,58832
2004,2004,DD,Data Deficient,58832
2019,2018,EN,Endangered,58838
2004,2004,VU,Vulnerable,58838
2018,2017,EN,Endangered,79694432
2008,2008,EN,Endangered,136111
2018,2017,EN,Endangered,26459
2004,2004,EN,Endangered,26459
2000,2000,EN,Endangered,26459
2013,2012,EN,Endangered,61542
2006,2006,CR,Critically Endangered,61542
2016,2014,EN,Endangered,49254398
2004,2004,EN,Endangered,54353
2002,2002,LC,Least Concern,54353
2004,2004,EN,Endangered,54354
2002,2002,LC,Least Concern,54354
2004,2004,EN,Endangered,57381
2004,2004,EN,Endangered,57382
2004,2004,EN,Endangered,54355
2002,2002,LC,Least Concern,54355
2011,2011,EN,Endangered,172802
2018,2016,EN,Endangered,97162217
2018,2017,EN,Endangered,97213226
2015,2014,EN,Endangered,56294
2004,2004,VU,Vulnerable,56294
2015,2014,EN,Endangered,17026
2008,2008,VU,Vulnerable,17026
1996,1996,VU,Vulnerable,17026
1994,1994,V,Vulnerable,17026
2016,2015,EN,Endangered,17018
1996,1996,DD,Data Deficient,17018
1994,1994,K,Insufficiently Known,17018
2008,2008,EN,Endangered,17030
1996,1996,VU,Vulnerable,17030
2016,2016,EN,Endangered,22688529
2012,2012,EN,Endangered,22688529
2008,2008,EN,Endangered,22688529
2004,2004,EN,Endangered,22688529
2000,2000,EN,Endangered,22688529
1996,1996,VU,Vulnerable,22688529
1994,1994,VU,Vulnerable,22688529
1988,1988,T,Threatened,22688529
2018,2018,EN,Endangered,22698431
2016,2016,EN,Endangered,22698431
2012,2012,EN,Endangered,22698431
2010,2010,EN,Endangered,22698431
2008,2008,EN,Endangered,22698431
2007,2007,EN,Endangered,22698431
2005,2005,EN,Endangered,22698431
2004,2004,EN,Endangered,22698431
2003,2003,EN,Endangered,22698431
2000,2000,VU,Vulnerable,22698431
1994,1994,LR/nt,Lower Risk/near threatened,22698431
1988,1988,LR/lc,Lower Risk/least concern,22698431
2020,2018,EN,Endangered,119090934
2006,2006,EN,Endangered,61524
2016,2015,EN,Endangered,68451909
2017,2015,EN,Endangered,174138
2016,2015,EN,Endangered,174138
2010,2009,VU,Vulnerable,174138
2017,2015,EN,Endangered,50009027
2017,2015,EN,Endangered,1118
2016,2015,EN,Endangered,1118
1996,1996,CR,Critically Endangered,1118
1994,1994,E,Endangered,1118
1990,1990,E,Endangered,1118
1988,1988,E,Endangered,1118
1986,1986,E,Endangered,1118
2021,2020,EN,Endangered,164075336
2021,2020,EN,Endangered,164045951
2021,2020,EN,Endangered,164045835
2021,2020,EN,Endangered,164045819
2006,2006,EN,Endangered,39273
1996,1996,VU,Vulnerable,39273
1996,1996,EN,Endangered,17056
1994,1994,I,Indeterminate,17056
2008,2008,EN,Endangered,135585
2008,2008,EN,Endangered,135718
2020,2019,EN,Endangered,53905206
2008,2008,EN,Endangered,134613
2019,2016,EN,Endangered,16577745
2013,2012,EN,Endangered,58122
2004,2004,EN,Endangered,58122
2016,2015,EN,Endangered,58130
2008,2008,EN,Endangered,58130
2004,2004,EN,Endangered,58130
2014,2012,EN,Endangered,158635
2009,2009,DD,Data Deficient,158635
2020,2016,EN,Endangered,16577766
2016,2015,EN,Endangered,135885
2008,2008,EN,Endangered,135885
2017,2014,EN,Endangered,47755705
2021,2016,EN,Endangered,163632493
2018,2017,EN,Endangered,57201
2004,2004,VU,Vulnerable,57201
2018,2017,EN,Endangered,89255161
2018,2017,EN,Endangered,57207
2004,2004,CR,Critically Endangered,57207
2018,2017,EN,Endangered,57211
2008,2008,VU,Vulnerable,57211
2004,2004,CR,Critically Endangered,57211
2018,2018,EN,Endangered,125189785
2018,2017,EN,Endangered,57214
2004,2004,CR,Critically Endangered,57214
2018,2017,EN,Endangered,57218
2004,2004,EN,Endangered,57218
2017,2017,EN,Endangered,78535863
2014,2012,EN,Endangered,196484
2017,2016,EN,Endangered,55262
2004,2004,NT,Near Threatened,55262
2017,2016,EN,Endangered,55264
2004,2004,EN,Endangered,55264
2016,2014,EN,Endangered,48442719
2017,2014,EN,Endangered,48442737
2016,2015,EN,Endangered,75605183
2019,2014,EN,Endangered,48442779
2017,2014,EN,Endangered,48442988
2016,2016,EN,Endangered,22728377
2012,2012,EN,Endangered,22728377
2008,2008,EN,Endangered,22728377
2004,2004,EN,Endangered,22728377
2000,2000,EN,Endangered,22728377
1994,1994,NR,Not Recognized,22728377
1988,1988,NR,Not Recognized,22728377
2016,2016,EN,Endangered,6978
2008,2008,EN,Endangered,6978
1996,1996,LR/lc,Lower Risk/least concern,6978
2016,2016,EN,Endangered,136400
2008,2008,EN,Endangered,136400
2016,2016,EN,Endangered,6989
2008,2008,EN,Endangered,6989
1996,1996,VU,Vulnerable,6989
2006,2006,EN,Endangered,59756
2016,2016,EN,Endangered,22724495
2012,2012,EN,Endangered,22724495
2008,2008,EN,Endangered,22724495
2004,2004,EN,Endangered,22724495
2000,2000,EN,Endangered,22724495
1994,1994,NR,Not Recognized,22724495
1988,1988,NR,Not Recognized,22724495
2016,2016,EN,Endangered,22699494
2013,2013,EN,Endangered,22699494
2012,2012,EN,Endangered,22699494
2009,2009,EN,Endangered,22699494
2008,2008,CR,Critically Endangered,22699494
2004,2004,CR,Critically Endangered,22699494
2000,2000,CR,Critically Endangered,22699494
1996,1996,EN,Endangered,22699494
1994,1994,EN,Endangered,22699494
1988,1988,T,Threatened,22699494
2018,2016,EN,Endangered,17225
2008,2008,EN,Endangered,17225
1996,1996,LR/lc,Lower Risk/least concern,17225
2018,2017,EN,Endangered,178371
2010,2009,CR,Critically Endangered,178371
2006,2006,EN,Endangered,17233
1996,1996,VU,Vulnerable,17233
1994,1994,V,Vulnerable,17233
1990,1990,V,Vulnerable,17233
1988,1988,V,Vulnerable,17233
1986,1986,V,Vulnerable,17233
2017,2015,EN,Endangered,56219418
2017,2015,EN,Endangered,59122148
2017,2014,EN,Endangered,56251804
2018,2018,EN,Endangered,116115039
2018,2018,EN,Endangered,116115042
2018,2018,EN,Endangered,116115497
2020,2020,EN,Endangered,157857032
2020,2020,EN,Endangered,157857035
2020,2020,EN,Endangered,157772443
2004,2004,EN,Endangered,57278
2018,2018,EN,Endangered,100946722
2021,2020,EN,Endangered,16370739
2012,2006,EN,Endangered,16370739
2018,2018,EN,Endangered,100946948
2018,2018,EN,Endangered,100946964
2020,2019,EN,Endangered,55830
2004,2004,CR,Critically Endangered,55830
2017,2016,EN,Endangered,103727136
2016,2016,EN,Endangered,103727136
2016,2016,EN,Endangered,22680733
2012,2012,EN,Endangered,22680733
2008,2008,VU,Vulnerable,22680733
2004,2004,VU,Vulnerable,22680733
2000,2000,VU,Vulnerable,22680733
1994,1994,LR/nt,Lower Risk/near threatened,22680733
1988,1988,NT,Near Threatened,22680733
2016,2016,EN,Endangered,22680736
2013,2013,EN,Endangered,22680736
2012,2012,EN,Endangered,22680736
2009,2009,LC,Least Concern,22680736
2008,2008,LC,Least Concern,22680736
2004,2004,LC,Least Concern,22680736
2000,2000,LR/lc,Lower Risk/least concern,22680736
1994,1994,LR/lc,Lower Risk/least concern,22680736
1988,1988,LR/lc,Lower Risk/least concern,22680736
2010,2009,EN,Endangered,39484
2000,2000,VU,Vulnerable,39484
2020,2020,EN,Endangered,161247840
2020,2020,EN,Endangered,40009
2016,2008,EN,Endangered,40009
2008,2008,EN,Endangered,40009
2000,2000,EN,Endangered,40009
1990,1990,V,Vulnerable,40009
1988,1988,V,Vulnerable,40009
1986,1986,V,Vulnerable,40009
2020,2020,EN,Endangered,18247
2016,2008,EN,Endangered,18247
2008,2008,EN,Endangered,18247
2000,2000,EN,Endangered,18247
1996,1996,EN,Endangered,18247
1994,1994,R,Rare,18247
1990,1990,R,Rare,18247
1988,1988,R,Rare,18247
1986,1986,K,Insufficiently Known,18247
2020,2019,EN,Endangered,18250
2019,2019,EN,Endangered,18250
2016,2008,CR,Critically Endangered,18250
2008,2008,CR,Critically Endangered,18250
