year,assess_year,code,category,taxonid_iucn
2019,2016,EN,Endangered,4321
2008,2008,EN,Endangered,4321
2004,2004,CR,Critically Endangered,4321
1996,1996,VU,Vulnerable,4321
2010,2009,EN,Endangered,169676
2016,2014,EN,Endangered,49830447
2016,2014,EN,Endangered,49830176
2016,2014,EN,Endangered,49830371
2016,2014,EN,Endangered,49830335
2016,2014,EN,Endangered,49830092
2019,2017,EN,Endangered,118038935
2016,2014,EN,Endangered,49830138
2019,2017,EN,Endangered,118038984
2009,2008,EN,Endangered,61479
2006,2006,EN,Endangered,61479
2009,2008,EN,Endangered,61484
2006,2006,EN,Endangered,61484
2009,2008,EN,Endangered,61488
2006,2006,EN,Endangered,61488
2021,2019,EN,Endangered,197217
2020,2019,EN,Endangered,4420
2008,2008,EN,Endangered,4420
1996,1996,EN,Endangered,4420
2018,2018,EN,Endangered,60899
2006,2006,LC,Least Concern,60899
2013,2012,EN,Endangered,29481
2010,2009,DD,Data Deficient,29481
2019,2018,EN,Endangered,4529
1996,1996,VU,Vulnerable,4529
1994,1994,V,Vulnerable,4529
1990,1990,V,Vulnerable,4529
1988,1988,R,Rare,4529
2020,2019,EN,Endangered,55384
2004,2004,CR,Critically Endangered,55384
2020,2019,EN,Endangered,55577
2004,2004,VU,Vulnerable,55577
2020,2019,EN,Endangered,149679965
2020,2019,EN,Endangered,55681
2019,2016,CR,Critically Endangered,55681
2004,2004,CR,Critically Endangered,55681
2017,2017,EN,Endangered,103896872
2017,2017,EN,Endangered,103896913
2017,2016,EN,Endangered,171408
2017,2016,EN,Endangered,171033
2017,2016,EN,Endangered,171446
2017,2016,EN,Endangered,171649
2016,2016,EN,Endangered,22736423
2012,2012,EN,Endangered,22736423
2011,2011,EN,Endangered,22736423
2008,2008,NR,Not Recognized,22736423
2004,2004,NR,Not Recognized,22736423
2000,2000,NR,Not Recognized,22736423
1994,1994,NR,Not Recognized,22736423
1988,1988,NR,Not Recognized,22736423
2013,2011,EN,Endangered,4585
1996,1996,EN,Endangered,4585
1994,1994,E,Endangered,4585
1990,1990,E,Endangered,4585
1988,1988,E,Endangered,4585
1986,1986,E,Endangered,4585
2014,2011,EN,Endangered,4586
1996,1996,CR,Critically Endangered,4586
1994,1994,E,Endangered,4586
1990,1990,E,Endangered,4586
1988,1988,E,Endangered,4586
1986,1986,E,Endangered,4586
2004,2004,EN,Endangered,4592
1996,1996,VU,Vulnerable,4592
2021,2020,EN,Endangered,149164551
2021,2020,EN,Endangered,149164504
2021,2020,EN,Endangered,149164483
2021,2020,EN,Endangered,149164462
2021,2020,EN,Endangered,149164452
2021,2020,EN,Endangered,149164442
2021,2020,EN,Endangered,149164432
2021,2020,EN,Endangered,149164349
2021,2020,EN,Endangered,149164339
2021,2020,EN,Endangered,149164329
2021,2020,EN,Endangered,149164286
2021,2020,EN,Endangered,149164255
2021,2020,EN,Endangered,149164245
2021,2020,EN,Endangered,149164225
2021,2020,EN,Endangered,149164215
2021,2021,EN,Endangered,149164184
2021,2020,EN,Endangered,149164153
2021,2021,EN,Endangered,149164143
2021,2020,EN,Endangered,149164133
2021,2020,EN,Endangered,149164113
2021,2020,EN,Endangered,149164093
2021,2020,EN,Endangered,149164083
2021,2020,EN,Endangered,149164053
2021,2020,EN,Endangered,149164043
2021,2020,EN,Endangered,149164033
2021,2020,EN,Endangered,149167337
2021,2020,EN,Endangered,149163995
2021,2020,EN,Endangered,149163975
2021,2020,EN,Endangered,149167289
2021,2020,EN,Endangered,149167246
2021,2020,EN,Endangered,149163882
2021,2020,EN,Endangered,149167226
2021,2020,EN,Endangered,149167184
2021,2020,EN,Endangered,149163589
2021,2020,EN,Endangered,149170510
2021,2020,EN,Endangered,149163569
2021,2020,EN,Endangered,149163548
2021,2020,EN,Endangered,149163510
2021,2020,EN,Endangered,149165649
2021,2017,EN,Endangered,58082591
2020,2019,EN,Endangered,163021607
2020,2018,EN,Endangered,163022131
2020,2019,EN,Endangered,163020756
2020,2018,EN,Endangered,163022885
2015,2015,EN,Endangered,54143047
2004,2004,EN,Endangered,4615
1996,1996,EN,Endangered,4615
1994,1994,E,Endangered,4615
1990,1990,E,Endangered,4615
1988,1988,E,Endangered,4615
1986,1986,E,Endangered,4615
1982,1982,E,Endangered,4615
2014,2011,EN,Endangered,193734
2017,2017,EN,Endangered,9019
2016,1996,VU,Vulnerable,9019
1996,1996,VU,Vulnerable,9019
2018,2015,EN,Endangered,9025
1996,1996,VU,Vulnerable,9025
2018,2015,EN,Endangered,9028
2016,1996,EN,Endangered,9028
1996,1996,EN,Endangered,9028
2010,2010,EN,Endangered,153610
2021,2020,EN,Endangered,169976802
2021,2021,EN,Endangered,169976836
2021,2020,EN,Endangered,169929797
2021,2020,EN,Endangered,169977385
2021,2021,EN,Endangered,169929854
2021,2020,EN,Endangered,169976923
2018,2013,NT,Near Threatened,170521
2018,2017,EN,Endangered,170521
2017,2013,NT,Near Threatened,170521
2018,2013,VU,Vulnerable,10241
2018,2017,EN,Endangered,10241
2017,2013,VU,Vulnerable,10241
1996,1996,LR/nt,Lower Risk/near threatened,10241
2007,2007,EN,Endangered,63742
2017,2016,EN,Endangered,4626
2007,2007,EN,Endangered,4626
1996,1996,VU,Vulnerable,4626
1994,1994,R,Rare,4626
1990,1990,R,Rare,4626
1988,1988,R,Rare,4626
2010,2009,EN,Endangered,182208
2004,2004,EN,Endangered,57753
2021,2015,EN,Endangered,7829
1996,1996,EN,Endangered,7829
2021,2017,EN,Endangered,162923732
2020,2019,EN,Endangered,4628
1996,1996,LR/lc,Lower Risk/least concern,4628
1994,1994,R,Rare,4628
2020,2019,EN,Endangered,4629
1996,1996,VU,Vulnerable,4629
1994,1994,R,Rare,4629
2020,2019,EN,Endangered,161080305
2006,2006,EN,Endangered,60799
2020,2019,EN,Endangered,151804190
2020,2019,EN,Endangered,151804100
2020,2019,EN,Endangered,151803898
2020,2019,EN,Endangered,151804244
2020,2019,EN,Endangered,151804330
2020,2020,EN,Endangered,162471391
2020,2020,EN,Endangered,182767
2010,2006,DD,Data Deficient,182767
2020,2020,EN,Endangered,181658
2010,2006,NT,Near Threatened,181658
2020,2019,EN,Endangered,151804407
2020,2019,EN,Endangered,151804366
2020,2020,EN,Endangered,182864
2010,2006,CR,Critically Endangered,182864
2020,2019,EN,Endangered,151804452
2020,2020,EN,Endangered,161557
2009,2008,NT,Near Threatened,161557
2016,2016,EN,Endangered,4648
2008,2008,EN,Endangered,4648
1996,1996,EN,Endangered,4648
2021,2020,EN,Endangered,190552041
2016,2016,EN,Endangered,4651
2008,2008,CR,Critically Endangered,4651
1996,1996,CR,Critically Endangered,4651
1994,1994,I,Indeterminate,4651
1990,1990,I,Indeterminate,4651
1988,1988,I,Indeterminate,4651
1986,1986,I,Indeterminate,4651
1982,1982,I,Indeterminate,4651
2016,2015,EN,Endangered,4652
2008,2008,CR,Critically Endangered,4652
1996,1996,VU,Vulnerable,4652
1994,1994,I,Indeterminate,4652
1990,1990,I,Indeterminate,4652
1988,1988,I,Indeterminate,4652
1986,1986,I,Indeterminate,4652
1982,1982,I,Indeterminate,4652
1965,1965,,"""Very rare and believed to be decreasing in numbers""",4652
2013,2012,EN,Endangered,178352
2011,2009,DD,Data Deficient,178352
2018,2017,EN,Endangered,89187170
2016,2015,EN,Endangered,4665
2008,2008,VU,Vulnerable,4665
1996,1996,EN,Endangered,4665
2020,2020,EN,Endangered,39956
2008,2008,CR,Critically Endangered,39956
2003,2003,EN,Endangered,39956
2000,2000,LR/lc,Lower Risk/least concern,39956
1996,1996,LR/lc,Lower Risk/least concern,39956
1994,1994,E,Endangered,39956
1990,1990,E,Endangered,39956
1988,1988,E,Endangered,39956
1986,1986,E,Endangered,39956
1982,1982,E,Endangered,39956
2020,2019,EN,Endangered,59223
2008,2008,EN,Endangered,59223
2004,2004,EN,Endangered,59223
2020,2019,EN,Endangered,59227
2008,2008,CR,Critically Endangered,59227
2004,2004,CR,Critically Endangered,59227
2021,2020,EN,Endangered,182502587
2020,2019,EN,Endangered,78458778
2020,2019,EN,Endangered,87738776
2019,2018,EN,Endangered,169391
2009,2007,EN,Endangered,169391
2019,2018,EN,Endangered,191151
2019,2018,EN,Endangered,191163
2019,2018,EN,Endangered,191178
2019,2018,EN,Endangered,169387
2009,2007,EN,Endangered,169387
2019,2018,EN,Endangered,191188
2000,2000,EN,Endangered,4696
1996,1996,VU,Vulnerable,4696
2000,2000,EN,Endangered,40088
2016,2016,EN,Endangered,22694750
2012,2012,EN,Endangered,22694750
2010,2010,EN,Endangered,22694750
2008,2008,EN,Endangered,22694750
2007,2007,EN,Endangered,22694750
2004,2004,EN,Endangered,22694750
2000,2000,EN,Endangered,22694750
1996,1996,VU,Vulnerable,22694750
1994,1994,VU,Vulnerable,22694750
1988,1988,T,Threatened,22694750
2016,2016,EN,Endangered,22712873
2012,2012,EN,Endangered,22712873
2008,2008,EN,Endangered,22712873
2004,2004,EN,Endangered,22712873
2000,2000,EN,Endangered,22712873
1996,1996,VU,Vulnerable,22712873
1994,1994,VU,Vulnerable,22712873
1988,1988,T,Threatened,22712873
2018,2017,EN,Endangered,59850
2010,2008,VU,Vulnerable,59850
2006,2006,EN,Endangered,59850
1996,1996,EN,Endangered,4728
1994,1994,R,Rare,4728
2021,2020,EN,Endangered,139344457
1996,1996,EN,Endangered,4727
1994,1994,R,Rare,4727
2018,2017,EN,Endangered,4731
2010,2007,EN,Endangered,4731
2007,2007,EN,Endangered,4731
2004,2004,EN,Endangered,4731
1996,1996,EN,Endangered,4731
1994,1994,R,Rare,4731
2018,2018,EN,Endangered,22707678
2016,2016,EN,Endangered,22707678
2012,2012,EN,Endangered,22707678
2008,2008,EN,Endangered,22707678
2004,2004,EN,Endangered,22707678
2000,2000,EN,Endangered,22707678
1996,1996,CR,Critically Endangered,22707678
1994,1994,CR,Critically Endangered,22707678
1988,1988,T,Threatened,22707678
2021,2020,EN,Endangered,103775551
2019,2019,EN,Endangered,103775551
2016,2016,NT,Near Threatened,103775551
2019,2019,EN,Endangered,22732267
2016,2016,VU,Vulnerable,22732267
2012,2012,LC,Least Concern,22732267
2009,2009,LC,Least Concern,22732267
2008,2008,LC,Least Concern,22732267
2006,2006,LC,Least Concern,22732267
2004,2004,NR,Not Recognized,22732267
2000,2000,NR,Not Recognized,22732267
1994,1994,NR,Not Recognized,22732267
1988,1988,NR,Not Recognized,22732267
2021,2020,EN,Endangered,22704950
2019,2019,EN,Endangered,22704950
2016,2016,VU,Vulnerable,22704950
2012,2012,LC,Least Concern,22704950
2009,2009,LC,Least Concern,22704950
2008,2008,LC,Least Concern,22704950
2004,2004,LC,Least Concern,22704950
2000,2000,LR/lc,Lower Risk/least concern,22704950
1994,1994,LR/lc,Lower Risk/least concern,22704950
1988,1988,LR/lc,Lower Risk/least concern,22704950
2020,2019,EN,Endangered,57664
2004,2004,DD,Data Deficient,57664
2015,2015,EN,Endangered,10032
2008,2008,EN,Endangered,10032
2006,2006,EN,Endangered,10032
1996,1996,VU,Vulnerable,10032
1994,1994,V,Vulnerable,10032
1990,1990,V,Vulnerable,10032
1988,1988,V,Vulnerable,10032
1986,1986,V,Vulnerable,10032
1965,1965,,"""Status inadequately known-survey required or data sought""",10032
2014,2013,EN,Endangered,61366
2006,2006,EN,Endangered,61366
2014,2013,EN,Endangered,61360
2006,2006,CR,Critically Endangered,61360
2014,2013,EN,Endangered,60753
2006,2006,EN,Endangered,60753
2006,2006,EN,Endangered,4790
1996,1996,DD,Data Deficient,4790
2006,2006,EN,Endangered,4794
1996,1996,LR/lc,Lower Risk/least concern,4794
2016,2015,EN,Endangered,69637992
2016,2015,EN,Endangered,16084567
2014,2014,EN,Endangered,16757660
2016,2015,EN,Endangered,15039196
2020,2019,EN,Endangered,182854
2010,2006,VU,Vulnerable,182854
2010,2009,EN,Endangered,181634
2014,2014,EN,Endangered,19673919
2014,2011,EN,Endangered,17064
1996,1996,VU,Vulnerable,17064
1994,1994,E,Endangered,17064
1990,1990,E,Endangered,17064
1988,1988,V,Vulnerable,17064
1986,1986,V,Vulnerable,17064
2020,2011,EN,Endangered,202069
2013,2011,EN,Endangered,202069
2016,2015,EN,Endangered,4806
2008,2008,VU,Vulnerable,4806
1996,1996,VU,Vulnerable,4806
1994,1994,I,Indeterminate,4806
1990,1990,K,Insufficiently Known,4806
1988,1988,K,Insufficiently Known,4806
2020,2019,EN,Endangered,182824
2010,2009,VU,Vulnerable,182824
2020,2020,EN,Endangered,181600
2010,2006,DD,Data Deficient,181600
2015,2014,EN,Endangered,56093
2004,2004,DD,Data Deficient,56093
2014,2009,EN,Endangered,170256
2016,2016,EN,Endangered,22726579
2014,2014,EN,Endangered,22726579
2016,2016,EN,Endangered,22726572
2014,2014,EN,Endangered,22726572
2021,2020,EN,Endangered,149165436
2019,2018,EN,Endangered,103636217
2020,2018,EN,Endangered,17840
1996,1996,LR/nt,Lower Risk/near threatened,17840
1994,1994,R,Rare,17840
1990,1990,I,Indeterminate,17840
1988,1988,I,Indeterminate,17840
1986,1986,I,Indeterminate,17840
2020,2018,EN,Endangered,17844
1996,1996,EN,Endangered,17844
1994,1994,R,Rare,17844
1990,1990,V,Vulnerable,17844
1988,1988,V,Vulnerable,17844
1986,1986,V,Vulnerable,17844
2015,2014,EN,Endangered,4828
2008,2008,EN,Endangered,4828
2006,2006,EN,Endangered,4828
1996,1996,EN,Endangered,4828
1994,1994,R,Rare,4828
1990,1990,R,Rare,4828
1988,1988,E,Endangered,4828
1986,1986,E,Endangered,4828
2016,2014,EN,Endangered,64791096
2016,2016,EN,Endangered,103880486
2014,2013,EN,Endangered,4846
1996,1996,VU,Vulnerable,4846
1994,1994,E,Endangered,4846
1990,1990,E,Endangered,4846
1988,1988,E,Endangered,4846
1986,1986,E,Endangered,4846
1983,1983,E,Endangered,4846
2014,2013,EN,Endangered,4855
1996,1996,EN,Endangered,4855
1994,1994,I,Indeterminate,4855
1990,1990,I,Indeterminate,4855
1988,1988,I,Indeterminate,4855
1986,1986,I,Indeterminate,4855
2018,2018,EN,Endangered,22697695
2016,2016,EN,Endangered,22697695
2013,2013,EN,Endangered,22697695
2012,2012,EN,Endangered,22697695
2008,2008,EN,Endangered,22697695
2007,2007,EN,Endangered,22697695
2006,2006,EN,Endangered,22697695
2004,2004,EN,Endangered,22697695
2000,2000,EN,Endangered,22697695
1996,1996,EN,Endangered,22697695
1994,1994,EN,Endangered,22697695
1988,1988,T,Threatened,22697695
2017,2016,EN,Endangered,22697685
2016,2016,EN,Endangered,22697685
2012,2012,EN,Endangered,22697685
2008,2008,EN,Endangered,22697685
2006,2006,EN,Endangered,22697685
2004,2004,EN,Endangered,22697685
2000,2000,EN,Endangered,22697685
1996,1996,EN,Endangered,22697685
1994,1994,EN,Endangered,22697685
1988,1988,T,Threatened,22697685
2021,2020,EN,Endangered,22717931
2016,2016,EN,Endangered,22717931
2012,2012,EN,Endangered,22717931
2010,2010,EN,Endangered,22717931
2008,2008,EN,Endangered,22717931
2006,2006,EN,Endangered,22717931
2004,2004,LC,Least Concern,22717931
2000,2000,LR/lc,Lower Risk/least concern,22717931
1994,1994,LR/nt,Lower Risk/near threatened,22717931
1988,1988,NT,Near Threatened,22717931
2009,2008,EN,Endangered,168211
2016,2016,EN,Endangered,22695368
2012,2012,VU,Vulnerable,22695368
2008,2008,VU,Vulnerable,22695368
2007,2007,VU,Vulnerable,22695368
2004,2004,VU,Vulnerable,22695368
2000,2000,VU,Vulnerable,22695368
1994,1994,NR,Not Recognized,22695368
