year,assess_year,code,category,taxonid_iucn
2020,2018,EN,Endangered,161279834
2020,2018,EN,Endangered,885
1996,1996,VU,Vulnerable,885
1994,1994,R,Rare,885
1990,1990,V,Vulnerable,885
1988,1988,V,Vulnerable,885
1986,1986,V,Vulnerable,885
2020,2018,EN,Endangered,890
2011,2008,EN,Endangered,890
1996,1996,VU,Vulnerable,890
1994,1994,R,Rare,890
2018,2018,EN,Endangered,22691071
2016,2016,NT,Near Threatened,22691071
2012,2012,NT,Near Threatened,22691071
2008,2008,NT,Near Threatened,22691071
2004,2004,NT,Near Threatened,22691071
2000,2000,LR/nt,Lower Risk/near threatened,22691071
1994,1994,LR/nt,Lower Risk/near threatened,22691071
1988,1988,LR/lc,Lower Risk/least concern,22691071
2021,2020,EN,Endangered,22691076
2016,2016,EN,Endangered,22691076
2012,2012,EN,Endangered,22691076
2008,2008,EN,Endangered,22691076
2006,2006,EN,Endangered,22691076
2004,2004,EN,Endangered,22691076
2000,2000,EN,Endangered,22691076
1996,1996,VU,Vulnerable,22691076
1994,1994,VU,Vulnerable,22691076
1988,1988,T,Threatened,22691076
2020,2020,EN,Endangered,22691024
2016,2016,VU,Vulnerable,22691024
2012,2012,VU,Vulnerable,22691024
2008,2008,VU,Vulnerable,22691024
2004,2004,VU,Vulnerable,22691024
2000,2000,VU,Vulnerable,22691024
1996,1996,EN,Endangered,22691024
1994,1994,EN,Endangered,22691024
1988,1988,LR/lc,Lower Risk/least concern,22691024
2017,2016,VU,Vulnerable,22691061
2017,2017,EN,Endangered,22691061
2016,2016,VU,Vulnerable,22691061
2012,2012,VU,Vulnerable,22691061
2008,2008,VU,Vulnerable,22691061
2006,2006,EN,Endangered,22691061
2004,2004,EN,Endangered,22691061
2000,2000,EN,Endangered,22691061
1996,1996,EN,Endangered,22691061
1994,1994,EN,Endangered,22691061
1988,1988,T,Threatened,22691061
2018,2018,EN,Endangered,22691047
2016,2016,EN,Endangered,22691047
2013,2013,EN,Endangered,22691047
2012,2012,EN,Endangered,22691047
2008,2008,EN,Endangered,22691047
2004,2004,EN,Endangered,22691047
2000,2000,EN,Endangered,22691047
1996,1996,VU,Vulnerable,22691047
1994,1994,VU,Vulnerable,22691047
1988,1988,T,Threatened,22691047
2020,2019,NT,Near Threatened,103821243
2020,2020,EN,Endangered,103821243
2019,2019,NT,Near Threatened,103821243
2017,2016,LC,Least Concern,103821243
2016,2016,LC,Least Concern,103821243
2019,2018,EN,Endangered,161597
2009,2004,VU,Vulnerable,161597
2008,2008,EN,Endangered,135559
2020,2020,EN,Endangered,43899
2008,2008,VU,Vulnerable,43899
2003,2003,VU,Vulnerable,43899
2000,2000,EN,Endangered,43899
1996,1996,EN,Endangered,43899
2020,2020,EN,Endangered,925
2008,2008,CR,Critically Endangered,925
2003,2003,CR,Critically Endangered,925
2000,2000,VU,Vulnerable,925
1996,1996,VU,Vulnerable,925
2020,2020,EN,Endangered,43928
2008,2008,LC,Least Concern,43928
2003,2003,LC,Least Concern,43928
1996,1996,LR/lc,Lower Risk/least concern,43928
2020,2020,EN,Endangered,43900
2008,2008,CR,Critically Endangered,43900
2000,2000,CR,Critically Endangered,43900
2000,2000,EN,Endangered,43900
1996,1996,CR,Critically Endangered,43900
2020,2020,EN,Endangered,914
2008,2008,EN,Endangered,914
2003,2003,EN,Endangered,914
2000,2000,LR/lc,Lower Risk/least concern,914
1996,1996,LR/lc,Lower Risk/least concern,914
1994,1994,K,Insufficiently Known,914
1990,1990,K,Insufficiently Known,914
1988,1988,I,Indeterminate,914
1986,1986,I,Indeterminate,914
1982,1982,I,Indeterminate,914
2021,2020,EN,Endangered,918
2020,2015,EN,Endangered,918
2008,2008,EN,Endangered,918
2003,2003,CR,Critically Endangered,918
2000,2000,CR,Critically Endangered,918
1996,1996,CR,Critically Endangered,918
1994,1994,E,Endangered,918
2013,2011,EN,Endangered,198136
2017,2016,EN,Endangered,928
2010,2008,VU,Vulnerable,928
2004,2004,VU,Vulnerable,928
1996,1996,DD,Data Deficient,928
1994,1994,R,Rare,928
2019,2017,EN,Endangered,45477280
2017,2017,EN,Endangered,18435553
2013,2012,DD,Data Deficient,18435553
2018,2017,EN,Endangered,56320
2004,2004,DD,Data Deficient,56320
2019,2018,EN,Endangered,932
2010,2008,CR,Critically Endangered,932
2004,2004,CR,Critically Endangered,932
1996,1996,DD,Data Deficient,932
1994,1994,V,Vulnerable,932
2019,2017,EN,Endangered,56321
2010,2008,DD,Data Deficient,56321
2004,2004,DD,Data Deficient,56321
2016,2015,EN,Endangered,941
1996,1996,EN,Endangered,941
1994,1994,V,Vulnerable,941
2017,2015,EN,Endangered,176330
2010,2009,EN,Endangered,176330
2016,2016,EN,Endangered,136648
2008,2008,DD,Data Deficient,136648
2013,2012,EN,Endangered,54460
2004,2004,EN,Endangered,54460
2008,2008,EN,Endangered,133464
2008,2008,EN,Endangered,133467
2019,2019,EN,Endangered,145380159
2019,2019,EN,Endangered,145380180
2019,2019,EN,Endangered,145380214
2019,2019,EN,Endangered,145379801
2021,2020,EN,Endangered,55267
2009,2008,NT,Near Threatened,55267
2004,2004,NT,Near Threatened,55267
2020,2020,EN,Endangered,977
2009,2008,VU,Vulnerable,977
2004,2004,VU,Vulnerable,977
1996,1996,CR,Critically Endangered,977
1994,1994,E,Endangered,977
1990,1990,E,Endangered,977
1988,1988,I,Indeterminate,977
2011,2009,EN,Endangered,156158
2010,2010,EN,Endangered,164864
2011,2008,EN,Endangered,155932
2011,2010,EN,Endangered,155654
2020,2019,EN,Endangered,150106660
2020,2019,EN,Endangered,150106675
1996,1996,EN,Endangered,1001
1994,1994,R,Rare,1001
1990,1990,R,Rare,1001
1988,1988,R,Rare,1001
1986,1986,R,Rare,1001
2020,2020,EN,Endangered,22687562
2016,2016,EN,Endangered,22687562
2012,2012,EN,Endangered,22687562
2008,2008,EN,Endangered,22687562
2004,2004,EN,Endangered,22687562
2000,2000,EN,Endangered,22687562
1996,1996,VU,Vulnerable,22687562
1994,1994,VU,Vulnerable,22687562
1988,1988,T,Threatened,22687562
2021,2020,EN,Endangered,22687417
2016,2016,CR,Critically Endangered,22687417
2015,2015,CR,Critically Endangered,22687417
2014,2014,CR,Critically Endangered,22687417
2013,2013,CR,Critically Endangered,22687417
2012,2012,CR,Critically Endangered,22687417
2009,2009,CR,Critically Endangered,22687417
2008,2008,CR,Critically Endangered,22687417
2004,2004,CR,Critically Endangered,22687417
2000,2000,CR,Critically Endangered,22687417
1996,1996,CR,Critically Endangered,22687417
1994,1994,CR,Critically Endangered,22687417
1988,1988,T,Threatened,22687417
2020,2020,EN,Endangered,22686231
2016,2016,VU,Vulnerable,22686231
2013,2013,VU,Vulnerable,22686231
2012,2012,VU,Vulnerable,22686231
2010,2010,VU,Vulnerable,22686231
2008,2008,VU,Vulnerable,22686231
2004,2004,VU,Vulnerable,22686231
2000,2000,VU,Vulnerable,22686231
1996,1996,VU,Vulnerable,22686231
1994,1994,VU,Vulnerable,22686231
1988,1988,NT,Near Threatened,22686231
2020,2020,EN,Endangered,22686268
2018,2018,EN,Endangered,22686268
2016,2016,EN,Endangered,22686268
2014,2014,EN,Endangered,22686268
2012,2012,VU,Vulnerable,22686268
2008,2008,VU,Vulnerable,22686268
2006,2006,VU,Vulnerable,22686268
2004,2004,LC,Least Concern,22686268
2000,2000,LR/lc,Lower Risk/least concern,22686268
1994,1994,LR/nt,Lower Risk/near threatened,22686268
1988,1988,LR/lc,Lower Risk/least concern,22686268
2020,2020,EN,Endangered,22686337
2018,2018,EN,Endangered,22686337
2016,2016,EN,Endangered,22686337
2013,2013,EN,Endangered,22686337
2012,2012,EN,Endangered,22686337
2008,2008,EN,Endangered,22686337
2004,2004,EN,Endangered,22686337
2000,2000,EN,Endangered,22686337
1996,1996,EN,Endangered,22686337
1994,1994,EN,Endangered,22686337
1988,1988,LR/lc,Lower Risk/least concern,22686337
2017,2017,EN,Endangered,22686374
2016,2016,EN,Endangered,22686374
2013,2013,EN,Endangered,22686374
2012,2012,EN,Endangered,22686374
2009,2009,EN,Endangered,22686374
2008,2008,VU,Vulnerable,22686374
2004,2004,VU,Vulnerable,22686374
2000,2000,EN,Endangered,22686374
1996,1996,EN,Endangered,22686374
1994,1994,EN,Endangered,22686374
1988,1988,T,Threatened,22686374
2021,2019,EN,Endangered,22686259
2018,2018,EN,Endangered,22686259
2016,2016,EN,Endangered,22686259
2013,2013,EN,Endangered,22686259
2012,2012,EN,Endangered,22686259
2008,2008,EN,Endangered,22686259
2004,2004,EN,Endangered,22686259
2000,2000,EN,Endangered,22686259
1996,1996,EN,Endangered,22686259
1994,1994,EN,Endangered,22686259
1988,1988,T,Threatened,22686259
2010,2009,EN,Endangered,168271
2015,2014,EN,Endangered,60469196
2020,2018,EN,Endangered,141481752
2020,2019,EN,Endangered,44175
2004,2004,VU,Vulnerable,44175
2020,2019,EN,Endangered,152331100
2020,2019,EN,Endangered,152331073
2020,2019,EN,Endangered,152329949
2020,2019,EN,Endangered,175537718
2020,2019,EN,Endangered,152331459
2015,2014,EN,Endangered,62007
2008,2008,EN,Endangered,62007
2006,2006,EN,Endangered,62007
2020,2019,EN,Endangered,59049
2008,2008,EN,Endangered,59049
2004,2004,EN,Endangered,59049
2016,2014,EN,Endangered,59056
2010,2008,DD,Data Deficient,59056
2008,2008,DD,Data Deficient,59056
2004,2004,DD,Data Deficient,59056
2020,2019,EN,Endangered,59058
2008,2008,CR,Critically Endangered,59058
2004,2004,CR,Critically Endangered,59058
2015,2014,EN,Endangered,1093
2008,2008,CR,Critically Endangered,1093
2004,2004,CR,Critically Endangered,1093
1996,1996,CR,Critically Endangered,1093
1994,1994,R,Rare,1093
1990,1990,R,Rare,1093
1988,1988,R,Rare,1093
1986,1986,R,Rare,1093
2020,2019,EN,Endangered,59066
2015,2014,EN,Endangered,59066
2008,2008,EN,Endangered,59066
2004,2004,EN,Endangered,59066
2020,2019,EN,Endangered,59067
2008,2008,DD,Data Deficient,59067
2004,2004,DD,Data Deficient,59067
2016,2015,EN,Endangered,64529098
2020,2019,EN,Endangered,190979
2011,2010,LC,Least Concern,190979
2020,2017,EN,Endangered,55219
2018,2017,EN,Endangered,55219
2004,2004,VU,Vulnerable,55219
2018,2017,EN,Endangered,55234
2004,2004,DD,Data Deficient,55234
2020,2017,EN,Endangered,112689481
2017,2017,EN,Endangered,112689481
2018,2017,EN,Endangered,55236
2014,2013,EN,Endangered,55236
2004,2004,DD,Data Deficient,55236
2018,2017,EN,Endangered,77187888
2016,2014,EN,Endangered,50008980
2021,2013,EN,Endangered,50009998
2021,2013,EN,Endangered,50010430
2021,2013,EN,Endangered,50010587
2020,2019,EN,Endangered,148873651
2011,2011,EN,Endangered,194268
2016,2015,EN,Endangered,75606981
2017,2016,EN,Endangered,58187
2004,2004,EN,Endangered,58187
2017,2016,EN,Endangered,58188
2004,2004,EN,Endangered,58188
2014,2013,EN,Endangered,48635233
2017,2016,EN,Endangered,1149
2008,2008,EN,Endangered,1149
2000,2000,EN,Endangered,1149
1996,1996,EN,Endangered,1149
2020,2020,EN,Endangered,22721129
2018,2018,EN,Endangered,22721129
2017,2017,EN,Endangered,22721129
2016,2016,VU,Vulnerable,22721129
2012,2012,VU,Vulnerable,22721129
2008,2008,VU,Vulnerable,22721129
2004,2004,VU,Vulnerable,22721129
2000,2000,LR/nt,Lower Risk/near threatened,22721129
1994,1994,NR,Not Recognized,22721129
1988,1988,NR,Not Recognized,22721129
2017,2015,EN,Endangered,136018
2008,2008,DD,Data Deficient,136018
2020,2019,EN,Endangered,58209
2004,2004,EN,Endangered,58209
2021,2019,EN,Endangered,58210
2008,2008,EN,Endangered,58210
2004,2004,NT,Near Threatened,58210
2020,2019,EN,Endangered,61863
2006,2006,DD,Data Deficient,61863
2017,2015,EN,Endangered,159250
2010,2010,DD,Data Deficient,159250
2010,2009,EN,Endangered,157555
2010,2009,EN,Endangered,157547
2017,2015,EN,Endangered,47262555
1996,1996,EN,Endangered,1160
1996,1996,EN,Endangered,1158
2019,2018,EN,Endangered,122150271
2019,2018,EN,Endangered,163769
2009,2007,DD,Data Deficient,163769
2019,2018,EN,Endangered,122150289
2019,2018,EN,Endangered,122150342
2019,2018,EN,Endangered,122150358
2021,2020,EN,Endangered,173699168
2020,2015,EN,Endangered,1167
1996,1996,LR/nt,Lower Risk/near threatened,1167
1994,1994,R,Rare,1167
2011,2011,EN,Endangered,172784
2010,2009,EN,Endangered,182150
2010,2009,EN,Endangered,182949
2010,2009,EN,Endangered,182065
2020,2019,EN,Endangered,151805904
2020,2019,EN,Endangered,151806109
2020,2019,EN,Endangered,151806215
2020,2019,EN,Endangered,151806172
2020,2019,EN,Endangered,151806140
2020,2019,EN,Endangered,151806253
2020,2019,EN,Endangered,151806238
2020,2019,EN,Endangered,150122865
2009,2007,EN,Endangered,169393
2012,2007,EN,Endangered,199524
2012,2007,EN,Endangered,199519
2021,2014,EN,Endangered,75158906
2021,2019,EN,Endangered,75159135
2021,2012,EN,Endangered,75159757
2016,2015,EN,Endangered,74855259
2016,2015,EN,Endangered,74855567
2021,2014,EN,Endangered,75159900
2016,2015,EN,Endangered,176226
2010,2009,NT,Near Threatened,176226
2021,2012,EN,Endangered,176227
2010,2009,DD,Data Deficient,176227
2021,2014,EN,Endangered,75161699
2021,2014,EN,Endangered,75161937
2017,2016,EN,Endangered,171203
1996,1996,EN,Endangered,1178
1994,1994,E,Endangered,1178
2008,2008,EN,Endangered,135163
2008,2008,EN,Endangered,1190
1996,1996,EN,Endangered,1190
1994,1994,I,Indeterminate,1190
2021,2020,EN,Endangered,53876934
2021,2020,EN,Endangered,173823654
2014,2008,EN,Endangered,133046
2008,2008,EN,Endangered,133046
2017,2014,EN,Endangered,44578138
2017,2014,EN,Endangered,44578163
2016,2013,EN,Endangered,44578212
2016,2014,EN,Endangered,44578223
2016,2015,EN,Endangered,64529676
2006,2006,EN,Endangered,1199
1996,1996,EN,Endangered,1199
1994,1994,E,Endangered,1199
2010,2009,EN,Endangered,156127
2016,2015,EN,Endangered,157814
2010,2009,EN,Endangered,157814
2016,2015,EN,Endangered,157893
2010,2009,EN,Endangered,157893
2016,2016,EN,Endangered,22699383
2012,2012,EN,Endangered,22699383
2008,2008,EN,Endangered,22699383
2006,2006,EN,Endangered,22699383
2004,2004,EN,Endangered,22699383
2000,2000,EN,Endangered,22699383
1996,1996,EN,Endangered,22699383
1994,1994,EN,Endangered,22699383
1988,1988,T,Threatened,22699383
2014,2012,EN,Endangered,196291
2016,2016,EN,Endangered,22680252
2013,2013,EN,Endangered,22680252
2012,2012,EN,Endangered,22680252
2008,2008,EN,Endangered,22680252
2006,2006,EN,Endangered,22680252
2004,2004,EN,Endangered,22680252
2000,2000,EN,Endangered,22680252
1996,1996,EN,Endangered,22680252
1994,1994,EN,Endangered,22680252
1988,1988,T,Threatened,22680252
2021,2020,EN,Endangered,149168902
2021,2021,EN,Endangered,22680225
2016,2016,EN,Endangered,22680225
2013,2013,EN,Endangered,22680225
2012,2012,EN,Endangered,22680225
2008,2008,EN,Endangered,22680225
2006,2006,EN,Endangered,22680225
2004,2004,EN,Endangered,22680225
2000,2000,EN,Endangered,22680225
1994,1994,LR/nt,Lower Risk/near threatened,22680225
1988,1988,LR/lc,Lower Risk/least concern,22680225
2016,2016,EN,Endangered,22680199
2013,2013,EN,Endangered,22680199
2012,2012,EN,Endangered,22680199
2011,2011,EN,Endangered,22680199
2008,2008,EN,Endangered,22680199
2004,2004,EN,Endangered,22680199
2000,2000,EN,Endangered,22680199
1996,1996,VU,Vulnerable,22680199
1994,1994,VU,Vulnerable,22680199
1988,1988,T,Threatened,22680199
2014,2012,EN,Endangered,196543
2004,2004,EN,Endangered,54599
2004,2004,EN,Endangered,3180
1996,1996,EN,Endangered,3180
2004,2004,EN,Endangered,3170
1996,1996,EN,Endangered,3170
1994,1994,E,Endangered,3170
1990,1990,E,Endangered,3170
1988,1988,E,Endangered,3170
1986,1986,E,Endangered,3170
2004,2004,EN,Endangered,3181
1996,1996,EN,Endangered,3181
1994,1994,I,Indeterminate,3181
1990,1990,I,Indeterminate,3181
1988,1988,I,Indeterminate,3181
1986,1986,I,Indeterminate,3181
2016,2016,EN,Endangered,55322676
2015,2015,EN,Endangered,154717
2010,2009,LC,Least Concern,154717
2021,2018,EN,Endangered,134659942
2016,2014,EN,Endangered,49829637
2021,2018,EN,Endangered,134660282
2016,2014,EN,Endangered,64792614
2016,2014,EN,Endangered,64792617
2010,2009,EN,Endangered,156057
2010,2009,EN,Endangered,155888
2017,2016,EN,Endangered,136124
2008,2008,VU,Vulnerable,136124
2019,2018,EN,Endangered,121384513
2013,2013,EN,Endangered,19198407
2014,2012,EN,Endangered,196552
2021,2019,EN,Endangered,139138038
2021,2020,EN,Endangered,139138069
2019,2018,EN,Endangered,197276
2020,2018,EN,Endangered,166184
2014,2013,EN,Endangered,166184
2017,2013,EN,Endangered,191108
2014,2013,EN,Endangered,191108
2016,2016,EN,Endangered,58062
2010,2010,EN,Endangered,58062
2009,2009,CR,Critically Endangered,58062
2004,2004,CR,Critically Endangered,58062
2021,2020,EN,Endangered,139357597
2012,2007,EN,Endangered,199551
2007,2007,EN,Endangered,63722
2014,2013,EN,Endangered,164841
2015,2014,EN,Endangered,190941
2012,2011,EN,Endangered,136168
2008,2008,DD,Data Deficient,136168
2020,2014,EN,Endangered,190942
2015,2014,EN,Endangered,190942
2011,2011,DD,Data Deficient,190942
2016,2015,EN,Endangered,136055
2008,2008,DD,Data Deficient,136055
2016,2015,EN,Endangered,57676
2008,2008,DD,Data Deficient,57676
2004,2004,DD,Data Deficient,57676
2012,2011,EN,Endangered,57677
2008,2008,EN,Endangered,57677
2004,2004,EN,Endangered,57677
2020,2019,EN,Endangered,22685521
2019,2019,EN,Endangered,22685521
2017,2016,EN,Endangered,22685521
2016,2016,EN,Endangered,22685521
2013,2013,EN,Endangered,22685521
2012,2012,EN,Endangered,22685521
2009,2009,EN,Endangered,22685521
2008,2008,CR,Critically Endangered,22685521
2004,2004,CR,Critically Endangered,22685521
2000,2000,CR,Critically Endangered,22685521
1996,1996,CR,Critically Endangered,22685521
1994,1994,CR,Critically Endangered,22685521
1988,1988,T,Threatened,22685521
2021,2016,EN,Endangered,74994374
2020,2016,EN,Endangered,177903
2011,2009,EN,Endangered,177903
2021,2019,EN,Endangered,177904
2011,2009,NT,Near Threatened,177904
2021,2015,EN,Endangered,74994536
2021,2012,EN,Endangered,203675
2021,2016,EN,Endangered,74994565
2021,2014,EN,Endangered,50950350
2007,2007,EN,Endangered,64187
2020,2015,EN,Endangered,74994592
2021,2012,EN,Endangered,203081
2021,2019,EN,Endangered,203082
2020,2016,EN,Endangered,74994719
2021,2015,EN,Endangered,74994752
2020,2012,EN,Endangered,203088
2021,2015,EN,Endangered,74995190
2021,2015,EN,Endangered,74995376
2021,2016,EN,Endangered,75091532
2020,2012,EN,Endangered,203092
2020,2016,EN,Endangered,178438
2011,2009,EN,Endangered,178438
2021,2016,EN,Endangered,75092674
2007,2007,EN,Endangered,64197
2020,2016,EN,Endangered,74995482
2020,2015,EN,Endangered,74995512
2020,2012,EN,Endangered,203099
2020,2015,EN,Endangered,74995767
2021,2012,EN,Endangered,178257
2011,2009,EN,Endangered,178257
2020,2015,EN,Endangered,74995782
2021,2019,EN,Endangered,75098208
2020,2016,EN,Endangered,75084777
2020,2012,EN,Endangered,203113
2020,2015,EN,Endangered,75084785
2019,2014,EN,Endangered,178727
2011,2009,EN,Endangered,178727
2021,2012,EN,Endangered,203116
2021,2014,EN,Endangered,75102611
2021,2012,EN,Endangered,203118
2007,2007,EN,Endangered,64211
2019,2015,EN,Endangered,75084878
2021,2016,EN,Endangered,75084945
2021,2012,EN,Endangered,203120
2020,2016,EN,Endangered,75103008
2021,2016,EN,Endangered,75085352
2021,2013,EN,Endangered,178542
2011,2009,EN,Endangered,178542
2021,2015,EN,Endangered,75085988
2021,2015,EN,Endangered,75086365
2020,2012,EN,Endangered,154426201
2020,2015,EN,Endangered,178313
2011,2009,EN,Endangered,178313
2019,2015,EN,Endangered,29468
2020,2012,EN,Endangered,203133
2019,2018,EN,Endangered,55052
2008,2008,VU,Vulnerable,55052
2004,2004,LC,Least Concern,55052
2019,2018,EN,Endangered,125200267
2018,2017,EN,Endangered,135874
2008,2008,LC,Least Concern,135874
2021,2017,EN,Endangered,55134
2004,2004,DD,Data Deficient,55134
2021,2017,EN,Endangered,55142
2004,2004,DD,Data Deficient,55142
2016,2015,EN,Endangered,47709810
2016,2015,EN,Endangered,47709813
2016,2015,EN,Endangered,47709779
2021,2020,EN,Endangered,173699824
2018,2017,EN,Endangered,1564
2010,2009,VU,Vulnerable,1564
2008,2008,VU,Vulnerable,1564
1996,1996,EN,Endangered,1564
2013,2012,EN,Endangered,39389
2006,2006,CR,Critically Endangered,39389
2000,2000,EN,Endangered,39389
2021,2020,EN,Endangered,190640842
2018,2018,EN,Endangered,54471
2004,2004,EN,Endangered,54471
2021,2020,EN,Endangered,125164708
2021,2020,EN,Endangered,54482
2004,2004,VU,Vulnerable,54482
2019,2018,EN,Endangered,114107105
2015,2015,EN,Endangered,42859157
2020,2019,EN,Endangered,65880795
2014,2013,EN,Endangered,1617
1996,1996,EN,Endangered,1617
1994,1994,I,Indeterminate,1617
1990,1990,I,Indeterminate,1617
1988,1988,I,Indeterminate,1617
1986,1986,I,Indeterminate,1617
2020,2020,EN,Endangered,169510014
2016,2016,EN,Endangered,22718542
2012,2012,EN,Endangered,22718542
2008,2008,EN,Endangered,22718542
2004,2004,EN,Endangered,22718542
2000,2000,EN,Endangered,22718542
1996,1996,VU,Vulnerable,22718542
1994,1994,VU,Vulnerable,22718542
1988,1988,T,Threatened,22718542
2017,2015,EN,Endangered,75607314
2021,2021,EN,Endangered,1679
1996,1996,CR,Critically Endangered,1679
1994,1994,E,Endangered,1679
1990,1990,E,Endangered,1679
1988,1988,E,Endangered,1679
1986,1986,E,Endangered,1679
1982,1982,E,Endangered,1679
1965,1965,,"""Status inadequately known-survey required or data sought""",1679
1996,1996,EN,Endangered,1680
1994,1994,E,Endangered,1680
1990,1990,E,Endangered,1680
1988,1988,E,Endangered,1680
1986,1986,E,Endangered,1680
1982,1982,E,Endangered,1680
1965,1965,,"""Status inadequately known-survey required or data sought""",1680
2019,2016,EN,Endangered,14276088
2014,2013,EN,Endangered,1783
1996,1996,VU,Vulnerable,1783
1994,1994,E,Endangered,1783
1990,1990,V,Vulnerable,1783
1988,1988,V,Vulnerable,1783
1986,1986,V,Vulnerable,1783
1983,1983,V,Vulnerable,1783
2021,2021,EN,Endangered,189556509
1996,1996,EN,Endangered,1786
1994,1994,I,Indeterminate,1786
2016,2016,EN,Endangered,22689809
2012,2012,EN,Endangered,22689809
2011,2011,EN,Endangered,22689809
2010,2010,CR,Critically Endangered,22689809
2009,2009,CR,Critically Endangered,22689809
2008,2008,CR,Critically Endangered,22689809
2004,2004,CR,Critically Endangered,22689809
2000,2000,CR,Critically Endangered,22689809
1996,1996,CR,Critically Endangered,22689809
1994,1994,CR,Critically Endangered,22689809
1988,1988,T,Threatened,22689809
2011,2010,EN,Endangered,184894
2020,2019,EN,Endangered,1802
2019,2019,EN,Endangered,1802
2008,2008,VU,Vulnerable,1802
2003,2003,VU,Vulnerable,1802
2000,2000,VU,Vulnerable,1802
1996,1996,VU,Vulnerable,1802
1994,1994,V,Vulnerable,1802
2017,2016,EN,Endangered,22728413
2016,2016,EN,Endangered,22728413
2012,2012,EN,Endangered,22728413
2008,2008,EN,Endangered,22728413
2004,2004,EN,Endangered,22728413
2000,2000,EN,Endangered,22728413
1994,1994,NR,Not Recognized,22728413
1988,1988,NR,Not Recognized,22728413
2020,2020,EN,Endangered,22713724
2017,2017,NT,Near Threatened,22713724
2016,2016,NT,Near Threatened,22713724
2012,2012,NT,Near Threatened,22713724
2008,2008,NT,Near Threatened,22713724
2005,2005,NT,Near Threatened,22713724
2004,2004,VU,Vulnerable,22713724
2000,2000,VU,Vulnerable,22713724
1996,1996,VU,Vulnerable,22713724
1994,1994,VU,Vulnerable,22713724
1988,1988,NR,Not Recognized,22713724
2021,2018,EN,Endangered,124929380
2021,2018,EN,Endangered,124929422
2014,2014,EN,Endangered,60541
2006,2006,CR,Critically Endangered,60541
2010,2009,EN,Endangered,182148
2014,2013,EN,Endangered,1849
2006,2006,DD,Data Deficient,1849
1996,1996,CR,Critically Endangered,1849
2017,2015,EN,Endangered,80373703
2017,2015,EN,Endangered,80351231
2017,2015,EN,Endangered,80374001
2017,2015,EN,Endangered,80583652
2017,2015,EN,Endangered,80374454
2018,2017,EN,Endangered,97215835
